sym,tf,dir,entry,sl,tp,rA,rB,mae_a,mae_b,at_risk,used_trap,bh_a,bh_b,res_a,res_b
BTCUSDT,4h,BUY,82758.4,81239.76047516221,85289.46587472963,1.4998474563985178,1.4416242156214665,0.24308,0.23066,True,True,120,120,False,False
BTCUSDT,4h,BUY,81933.51,80531.8065765771,84269.68237237148,0.5804198659906884,0.39010434511300524,0.55937,0.81371,True,True,120,120,False,False
BTCUSDT,4h,BUY,78479.9,75606.95287396858,83268.14521005236,-1.0,-1.0,1.00667,1.02165,True,True,55,55,True,True
BTCUSDT,4h,SELL,86971.92,88184.0772815434,84951.65786409432,0.11577272922315607,-0.1465131127924126,0.10438,0.17985,True,True,120,120,False,False
BTCUSDT,4h,SELL,87415.1,88829.5646458206,85057.65892363235,0.08275358253302974,-0.1550493725798523,0.12886,0.18838,True,True,120,120,False,False
BTCUSDT,4h,SELL,92673.95,94565.7094652106,89521.01755798234,-0.026996404343949145,-0.0,0.13487,0.10788,True,True,120,120,False,False
BTCUSDT,4h,SELL,93311.83,95109.00356129232,90316.54073117948,0.07266682345592619,-0.1738757117083928,0.12012,0.20721,True,True,120,120,False,False
BTCUSDT,4h,SELL,94638.68,96426.53322051992,91658.9246324668,-0.10665296943336841,-0.12315634683706568,0.14719,0.15649,True,True,120,120,False,False
BTCUSDT,4h,SELL,103138.77,104811.2803658571,100351.2527235715,-0.13747527037935187,-0.15224671531799933,0.17081,0.18558,True,True,120,120,False,False
BTCUSDT,4h,SELL,104007.03,105754.83553891692,101094.02076847178,-0.021748815641142723,-0.018692482707931165,0.13639,0.06667,True,True,120,120,False,False
BTCUSDT,4h,SELL,111100.01,113362.0504589443,107329.94256842617,0.029816813829996944,-0.21928192818135195,0.11757,0.25262,True,True,120,120,False,False
BTCUSDT,4h,BUY,102493.3,100719.16139878442,105450.19766869264,1.6666666666666612,1.6666666666666694,0.24837,0.26447,True,True,105,106,True,True
BTCUSDT,4h,SELL,109205.14,110675.10148256124,106755.20419573126,0.1009002414472234,-0.1484309131857549,0.11734,0.18176,True,True,120,120,False,False
BTCUSDT,4h,BUY,104895.0,103056.46595008708,107959.22341652156,1.5192123518347909,1.5550270526752443,0.21118,0.08042,True,True,120,120,False,False
BTCUSDT,4h,BUY,100963.87,98845.07701099312,104495.1916483448,1.104483082299436,0.9133924899652621,0.23998,0.269,True,True,120,120,False,False
BTCUSDT,4h,SELL,107340.58,109213.33945280072,104219.31424533212,0.03287565545307189,-0.2200929260475346,0.1137,0.25343,True,True,120,120,False,False
BTCUSDT,4h,SELL,111233.99,112667.46959357293,108844.85734404511,0.07034225870697579,-0.17048897935920587,0.12584,0.20382,True,True,120,120,False,False
BTCUSDT,4h,SELL,117100.01,118805.5852730175,114257.38454497085,-0.014373231320132292,-0.0,0.14038,0.126,True,True,120,120,False,False
BTCUSDT,4h,SELL,117420.0,119010.1331690814,114769.778051531,0.07736423003464851,-0.1682661587463543,0.12104,0.2016,True,True,120,120,False,False
BTCUSDT,4h,SELL,119878.23,121859.96548898704,116575.33751835497,-0.06769357141635718,-0.08331626294857429,0.11771,0.11665,True,True,120,120,False,False
BTCUSDT,4h,BUY,113909.86,111989.69593665747,117110.1334389042,-0.6638532641066087,-0.6073921225493294,0.80667,0.83922,True,True,120,120,False,False
BTCUSDT,4h,BUY,113604.2,111771.51769590606,116658.6705068232,1.6666666666666534,1.4380855605326366,0.10955,0.29744,True,True,107,120,True,False
BTCUSDT,4h,SELL,120561.54,122244.01882665932,117757.40862223443,-0.053793436395084715,-0.06763586020825944,0.11949,0.10097,True,True,120,120,False,False
BTCUSDT,4h,SELL,121725.31,123689.4735144542,118451.70414257632,0.09365088884521713,-0.17099298675504557,0.10202,0.20433,True,True,120,120,False,False
BTCUSDT,4h,BUY,116145.34,114638.76800779512,118656.29332034149,-1.0,-1.0,1.08159,1.07659,True,True,65,65,True,True
BTCUSDT,4h,BUY,113525.91,111846.97434943628,116324.13608427288,-1.0,-1.0,1.01483,1.03336,True,True,48,47,True,True
BTCUSDT,4h,SELL,115194.14,116590.85850554112,112866.27582409816,-0.135733730882854,-0.15147076604121681,0.16907,0.1848,True,True,120,120,False,False
BTCUSDT,4h,SELL,116029.42,117399.28913250966,113746.30477915057,-0.12263080555421746,-0.15161693851732425,0.15964,0.18495,True,True,120,120,False,False
BTCUSDT,4h,BUY,112650.99,111408.5299929138,114721.756678477,-1.0,-1.0,1.00667,1.03088,True,True,78,78,True,True
BTCUSDT,4h,BUY,113090.13,111751.37971327773,115321.38047787048,0.18278915618717642,-0.2447980831916917,0.1252,0.35464,True,True,120,120,False,False
BTCUSDT,4h,BUY,111998.8,110656.09149041872,114236.64751596884,-1.0,-1.0,1.00667,1.21995,True,True,45,39,True,True
BTCUSDT,4h,BUY,109580.01,107952.27083975148,112292.9086004142,1.003820796894325,1.16914627761914,0.27166,0.31908,True,True,120,120,False,False
BTCUSDT,4h,BUY,109643.46,108086.4353752786,112238.50104120233,1.3738053536619392,1.2472212658368758,0.10715,0.15755,True,True,120,120,False,False
BTCUSDT,4h,SELL,113699.23,114922.13856702008,111661.04905496654,0.011068253164610815,-0.0,0.10676,0.11783,True,True,120,120,False,False
BTCUSDT,4h,SELL,123464.64,125287.5220220362,120426.50329660632,0.04830512634622728,-0.1870021948724314,0.13136,0.22034,True,True,120,120,False,False
BTCUSDT,4h,SELL,124658.54,126414.06765532108,121732.66057446488,-0.06995595227535484,-0.06131287107221272,0.14198,0.09465,True,True,120,120,False,False
BTCUSDT,4h,BUY,111525.2,108132.743911746,117179.29348042337,-1.0,-1.0,1.00667,1.03092,True,True,61,61,True,True
BTCUSDT,4h,BUY,106803.53,103775.23845623134,111850.68257294776,1.6666666666666634,1.6666666666666683,0.49559,0.48958,True,True,110,110,True,True
BTCUSDT,4h,SELL,114969.68,116639.34137043486,112186.9110492752,0.030800876679503243,-0.19387196486096236,0.14199,0.22721,True,True,120,120,False,False
BTCUSDT,4h,BUY,108322.88,105810.92091893264,112509.47846844562,-1.0,-1.0,1.03872,1.06499,True,True,73,73,True,True
BTCUSDT,4h,BUY,107090.0,104977.27742218204,110611.2042963633,-0.11599808155458584,-1.0,0.81278,1.03251,True,True,120,75,False,True
BTCUSDT,4h,BUY,102130.0,99321.0705167984,106811.54913866932,-1.0,-1.0,1.02649,1.10338,True,True,52,51,True,True
BTCUSDT,4h,BUY,96796.14,93979.80478946274,101490.0320175621,-1.0,-1.0,1.00667,1.01461,True,True,84,84,True,True
BTCUSDT,4h,BUY,96417.12,93484.097249435,101305.49125094166,-1.0,-1.0,1.00667,1.03074,True,True,102,102,True,True
BTCUSDT,4h,BUY,92215.14,89853.40774283963,96151.36042860062,-1.0,-1.0,1.00667,1.03691,True,True,82,82,True,True
BTCUSDT,4h,BUY,91517.82,89103.75457945287,95541.26236757856,-0.04983417875501475,-0.4902677733990783,0.34033,0.58972,True,True,120,120,False,False
BTCUSDT,4h,BUY,91554.96,88999.56603347554,95813.94994420744,-0.5995433227362579,-1.0,0.99806,1.01049,True,True,120,113,False,True
BTCUSDT,4h,BUY,84209.3,80611.32909149019,90205.9181808497,1.1350667135317574,0.8742634351447736,0.11536,0.27797,True,True,120,120,False,False
BTCUSDT,4h,BUY,86286.01,84281.90787279505,89626.18021200823,1.6666666666666667,1.5903809621077512,0.58916,0.61296,True,True,88,120,True,False
BTCUSDT,4h,BUY,86432.08,84647.78090406209,89405.9118265632,1.3154393978702175,1.2274906166618584,0.11899,0.05728,True,True,120,120,False,False
BTCUSDT,4h,BUY,86021.51,84224.09511625761,89017.20147290398,1.3946196368188342,1.230167112991558,0.32004,0.5733,True,True,120,120,False,False
BTCUSDT,4h,SELL,91300.0,92425.02777916,89424.95370139998,0.12011855684431554,-0.08586085744980448,0.16069,0.11919,True,True,120,120,False,False
BTCUSDT,4h,SELL,93255.08,94549.53110382977,91097.66149361708,-0.07769254403157733,-0.08564901906349648,0.12538,0.11898,True,True,120,120,False,False
BTCUSDT,4h,SELL,94792.99,96301.27976788805,92279.17372018663,-0.09461057384548416,-0.12296622012567879,0.1323,0.1563,True,True,120,120,False,False
BTCUSDT,4h,SELL,95985.1,97699.77146281888,93127.31422863522,0.057769567637980114,-0.18699933522134551,0.1219,0.22033,True,True,120,120,False,False
BTCUSDT,4h,BUY,90288.04,88615.43750886197,93075.71081856336,-0.3269951221850303,-0.5867680314115344,0.8688,0.89532,True,True,120,120,False,False
BTCUSDT,4h,BUY,87282.05,85922.26967804172,89548.35053659714,1.6052030183203323,1.5389440182521232,0.40945,0.41805,True,True,120,120,False,False
BTCUSDT,4h,BUY,84650.16,82749.84849855282,87817.3458357453,-1.0,-1.0,1.03279,1.03675,True,True,27,27,True,True
BTCUSDT,4h,BUY,84242.99,81991.25229905726,87995.8861682379,-0.0697854683918107,0.038637805205413815,0.39852,0.42032,True,True,120,120,False,False
BTCUSDT,4h,BUY,77759.99,75044.99765985053,82284.97723358247,-1.0,-1.0,1.00667,1.26768,True,True,96,64,True,True
BTCUSDT,4h,BUY,75770.21,72937.21180625804,80491.87365623662,-0.32396791991778606,-0.43603066051225525,0.73032,0.73869,True,True,120,120,False,False
BTCUSDT,4h,BUY,66631.32,62899.440790673456,72851.11868221093,-0.443033867220317,-0.5986292503608364,0.5928,0.66941,True,True,120,120,False,False
BTCUSDT,4h,BUY,65958.94,64533.26192444892,68335.07012591849,-1.0,-1.0,1.02871,1.0245,True,True,108,108,True,True
BTCUSDT,4h,BUY,63973.97,62390.75494271255,66612.66176214576,0.8337872230618537,0.8394315493819864,0.76565,0.79876,True,True,120,120,False,False
BTCUSDT,4h,SELL,72666.77,75156.01427124535,68518.02954792441,0.06632669883242473,-0.1863969647304833,0.11394,0.21973,True,True,120,120,False,False
BTCUSDT,4h,SELL,73274.76,74826.28303240427,70688.8882793262,-0.06903688651596457,-0.07452918446803879,0.12784,0.10786,True,True,120,120,False,False
BTCUSDT,4h,SELL,74249.32,75879.12643217666,71532.97594637224,0.08354297577147926,-0.1641800164805715,0.11894,0.19751,True,True,120,120,False,False
BTCUSDT,4h,BUY,66407.28,64816.84277940997,69058.00870098338,1.3380391338948219,1.1511765403268739,0.20308,0.45718,True,True,120,120,False,False
BTCUSDT,4h,SELL,68853.66,70105.09914116684,66767.92809805527,0.06849440830314672,-0.0,0.11386,0.18235,True,True,120,120,False,False
BTCUSDT,4h,SELL,71287.39,72861.79096713086,68663.38838811523,0.09604039205513823,-0.15541972926519032,0.11521,0.18875,True,True,120,120,False,False
BTCUSDT,4h,SELL,71310.0,72915.75227215252,68633.74621307914,-0.0992137015837718,-0.1251956313882352,0.1344,0.15853,True,True,120,120,False,False
BTCUSDT,4h,SELL,72096.32,73610.65166802226,69572.43388662959,-0.08962752151073908,-0.11285388702242775,0.12296,0.14619,True,True,120,120,False,False
BTCUSDT,4h,SELL,72962.7,74464.35604195291,70459.93993007847,0.01590848280607008,-0.0,0.11145,0.12736,True,True,120,120,False,False
BTCUSDT,4h,SELL,73043.16,74314.4685402816,70924.31243286401,0.1307117048086931,-0.12812152506080035,0.10783,0.16145,True,True,120,120,False,False
BTCUSDT,4h,SELL,74376.52,75743.5018993969,72098.21683433851,-0.012456100926926625,-0.0,0.11305,0.10059,True,True,120,120,False,False
BTCUSDT,4h,SELL,74223.18,75779.80686733712,71628.80188777146,-0.12717544828517272,-0.15235500522782128,0.19525,0.18569,True,True,120,120,False,False
BTCUSDT,4h,SELL,77393.58,79039.3386576147,74650.6489039755,0.116492869070051,-0.14685123659127308,0.10332,0.18018,True,True,120,120,False,False
BTCUSDT,4h,SELL,79696.75,80819.19709165604,77826.00484723994,-0.08094955552956574,-0.10218605643227835,0.15191,0.13552,True,True,120,120,False,False
BTCUSDT,4h,SELL,80905.52,82207.97811288074,78734.75647853213,0.0501975656470836,-0.1672340315798704,0.14924,0.20057,True,True,120,120,False,False
BTCUSDT,4h,SELL,81704.25,83117.1339114428,79349.44348092868,-0.08008352038866738,-0.09734838221055583,0.11607,0.13068,True,True,120,120,False,False
BTCUSDT,4h,BUY,75520.0,74354.1374944662,77463.10417588968,1.1856241759198827,1.1435790674493924,0.45551,0.46237,True,True,120,120,False,False
BTCUSDT,4h,BUY,73419.32,72153.70777727928,75528.67370453455,-1.0,-1.0,1.00667,1.00556,True,True,102,102,True,True
BTCUSDT,4h,BUY,61701.07,59669.44928099422,65087.10453167631,1.1244628878042775,1.2591473739207497,0.54251,0.57563,True,True,120,120,False,False
ETHUSDT,4h,BUY,2471.91,2351.626519615478,2672.382467307535,-1.0,-1.0,1.00667,1.26188,True,True,110,108,True,True
ETHUSDT,4h,BUY,2336.37,2211.5763514481287,2544.3594142531188,-0.4121174964833844,-0.7118371274805768,0.73695,0.99974,True,True,120,120,False,False
ETHUSDT,4h,BUY,2307.72,2193.672476852756,2497.799205245407,-1.0,-1.0,1.00667,1.25731,True,True,104,78,True,True
ETHUSDT,4h,BUY,2223.01,2093.770797230101,2438.4086712831654,1.6666666666666643,1.6018869240284799,0.35264,0.37437,True,True,94,120,True,False
ETHUSDT,4h,BUY,1904.1,1781.289192305616,2108.7846794906395,-1.0,-1.0,1.07264,1.32001,True,True,65,57,True,True
ETHUSDT,4h,SELL,2031.06,2093.264501690217,1927.3858305163048,-0.10668383036426958,-0.1391736186393771,0.14002,0.17251,True,True,120,120,False,False
ETHUSDT,4h,SELL,2081.2,2127.76006917011,2003.5998847164824,0.14238549689997665,-0.09869148248234996,0.12559,0.13202,True,True,120,120,False,False
ETHUSDT,4h,BUY,1896.9,1844.1348937002197,1984.841843832968,-1.0,-1.0,1.00667,1.02987,True,True,50,50,True,True
ETHUSDT,4h,BUY,1842.23,1784.965724644665,1937.6704589255585,-0.5774780993288973,-0.49863027616833794,0.88942,0.91941,True,True,120,120,False,False
ETHUSDT,4h,BUY,1556.56,1457.7670489458014,1721.214918423664,-0.6252210464250583,-0.7624028009602594,0.82363,0.80979,True,True,120,120,False,False
ETHUSDT,4h,BUY,1473.41,1381.4638965568065,1626.653505738656,1.666666666666665,1.5309640805948628,0.11305,0.20397,True,True,107,120,True,False
ETHUSDT,4h,BUY,1483.43,1386.1997628474503,1645.4803952542493,0.831502594957555,0.900565355759551,0.16826,0.38516,True,True,120,120,False,False
ETHUSDT,4h,SELL,1768.18,1828.980797127664,1666.8453381205602,0.09966377429769771,-0.1534733371844757,0.11353,0.18681,True,True,120,120,False,False
ETHUSDT,4h,SELL,1802.16,1859.825881308491,1706.050197819182,-0.031145797729303728,-0.05253849052484141,0.11194,0.08587,True,True,120,120,False,False
ETHUSDT,4h,SELL,2462.51,2584.1363591197323,2259.799401467113,0.07258365235042727,-0.1853083220725195,0.10877,0.21864,True,True,120,120,False,False
ETHUSDT,4h,SELL,2530.59,2651.071969253218,2329.786717911304,0.0011350991831319249,-0.0,0.12675,0.12789,True,True,120,120,False,False
ETHUSDT,4h,SELL,2646.82,2774.7354769997914,2433.627538333681,-0.11145978050796769,-0.13966195789837388,0.14479,0.173,True,True,120,120,False,False
ETHUSDT,4h,BUY,2455.71,2370.473870386191,2597.770216023015,1.126848285839743,1.3233724766623176,0.10373,0.1368,True,True,120,120,False,False
ETHUSDT,4h,SELL,2677.35,2744.7197238137,2565.067126977166,0.07124303484697748,-0.18511059132213412,0.11031,0.21844,True,True,120,120,False,False
ETHUSDT,4h,SELL,2732.95,2813.353078186303,2598.944869689495,0.05140768049871318,-0.19523966580971394,0.12002,0.22857,True,True,120,120,False,False
ETHUSDT,4h,SELL,2772.25,2854.250043609112,2635.5832606514805,-0.08164125525517839,-0.09407833884786108,0.13684,0.12741,True,True,120,120,False,False
ETHUSDT,4h,SELL,2813.35,2903.4595273976524,2663.167454337245,-0.11961446819934678,-0.15080180514822816,0.15295,0.18414,True,True,120,120,False,False
ETHUSDT,4h,BUY,2234.68,2141.0132800480023,2390.7911999199955,1.666666666666665,1.5529687153750227,0.62839,0.65377,True,True,102,120,True,False
ETHUSDT,4h,SELL,2570.41,2638.884352759842,2456.286078733596,0.045772492550891865,-0.19481345793487706,0.12608,0.22815,True,True,120,120,False,False
ETHUSDT,4h,SELL,2916.05,3002.906518948756,2771.2891350854075,-0.062283145677576875,-0.06813643722604365,0.12748,0.10147,True,True,120,120,False,False
ETHUSDT,4h,SELL,2972.03,3046.3607265569594,2848.145455738402,0.11339172701213958,-0.14688930706373324,0.10639,0.18022,True,True,120,120,False,False
ETHUSDT,4h,SELL,3012.49,3093.8464794927454,2876.8958675120907,-0.031523357503768334,-0.05283542201993807,0.11202,0.08617,True,True,120,120,False,False
ETHUSDT,4h,SELL,3115.99,3207.415808086335,2963.6136531894413,-0.023703850089174798,-0.040394746436185285,0.11664,0.07373,True,True,120,120,False,False
ETHUSDT,4h,SELL,3150.5,3239.8715386050544,3001.547435658242,0.02230783702961447,-0.0,0.12187,0.14418,True,True,120,120,False,False
ETHUSDT,4h,SELL,3552.75,3678.222723182243,3343.628794696262,0.020000033767152623,-0.0,0.11751,0.13751,True,True,120,120,False,False
ETHUSDT,4h,SELL,3736.46,3857.2428864677336,3535.1551892204443,-0.042686718270326926,-0.07227178077457205,0.10375,0.10561,True,True,120,120,False,False
ETHUSDT,4h,BUY,3528.79,3405.750672024416,3733.855546625973,-1.0,-1.0,1.06014,1.09091,True,True,78,75,True,True
ETHUSDT,4h,BUY,3444.12,3321.582785132908,3648.348691445152,0.7175084520741337,0.7707083467777266,0.12711,0.37216,True,True,120,120,False,False
ETHUSDT,4h,SELL,4180.57,4305.068795463038,3973.072007561602,0.11333690549607581,-0.1509055659896029,0.10242,0.18424,True,True,120,120,False,False
ETHUSDT,4h,SELL,4185.1,4311.0697611274,3975.150398121001,0.10982272068469875,-0.14592816216453822,0.11092,0.17926,True,True,120,120,False,False
ETHUSDT,4h,SELL,4618.87,4778.89368827273,4352.163852878784,0.0681499522674273,-0.1770507156019477,0.12147,0.21038,True,True,120,120,False,False
ETHUSDT,4h,SELL,4694.64,4882.478440317381,4381.575932804366,-0.08178894476557794,-0.10637593125305757,0.11512,0.13971,True,True,120,120,False,False
ETHUSDT,4h,SELL,4653.92,4754.131556431118,4486.90073928147,0.014074866656800349,-0.016740663151818456,0.10252,0.06667,True,True,120,120,False,False
ETHUSDT,4h,BUY,4205.24,4101.487907333032,4378.160154444947,-0.35962869068072867,-1.0,0.95824,1.03262,True,True,120,83,False,True
ETHUSDT,4h,BUY,4175.08,4071.857936480581,4347.116772532366,-1.0,-1.0,1.03573,1.02384,True,True,50,51,True,True
ETHUSDT,4h,BUY,3965.32,3841.455218039727,4171.7613032671225,0.9147263163356913,1.1344505797934956,0.1794,0.19598,True,True,120,120,False,False
ETHUSDT,4h,BUY,3946.0,3821.4028130587753,4153.661978235375,1.6666666666666679,1.3289743485160153,0.25374,0.51684,True,True,111,120,True,False
ETHUSDT,4h,SELL,4487.06,4596.066487401182,4305.382520998032,0.02837905790118525,-0.0,0.10454,0.13292,True,True,120,120,False,False
ETHUSDT,4h,SELL,4551.06,4654.535247150375,4378.6012547493765,-0.08999360787552996,-0.10341474542540152,0.13836,0.13675,True,True,120,120,False,False
ETHUSDT,4h,SELL,4684.01,4786.59986741674,4513.026887638766,0.11631297448365219,-0.1127975335972075,0.13756,0.14613,True,True,120,120,False,False
ETHUSDT,4h,BUY,3827.99,3624.5192720833143,4167.107879861142,1.666666666666663,1.588823159267442,0.14448,0.16993,True,True,101,120,True,False
ETHUSDT,4h,BUY,4034.59,3822.463147867757,4388.13475355374,-1.0,-1.0,1.00667,1.00913,True,True,73,73,True,True
ETHUSDT,4h,SELL,4162.14,4259.354778201507,4000.115369664156,-0.09063353208707497,-0.09947494686596259,0.12449,0.13281,True,True,120,120,False,False
ETHUSDT,4h,SELL,4120.15,4220.67113619122,3952.614773014632,-0.0838012266258987,-0.1015292506736692,0.11713,0.13486,True,True,120,120,False,False
ETHUSDT,4h,BUY,3805.09,3674.12412760104,4023.3664539982674,-0.28895223869227266,-0.2200735605671477,0.56979,0.59853,True,True,120,120,False,False
ETHUSDT,4h,BUY,3631.5,3514.0880941766586,3827.186509705569,-0.21441367979183612,-0.6445102772599497,0.70849,0.96734,True,True,120,120,False,False
ETHUSDT,4h,BUY,3642.29,3523.95455569314,3839.515740511434,-0.4307116054593166,-0.6267922286820693,0.52782,0.64741,True,True,120,120,False,False
ETHUSDT,4h,BUY,3529.52,3402.2931373068395,3741.5647711552674,-1.0,-1.0,1.0387,1.02859,True,True,74,75,True,True
ETHUSDT,4h,BUY,3398.36,3237.8459876206334,3665.883353965612,-0.6049963672798393,-0.6037855164267873,0.87479,0.88409,True,True,120,120,False,False
ETHUSDT,4h,BUY,2752.24,2595.7876326980286,3012.993945503285,1.6666666666666656,1.360671805293111,0.11935,0.20262,True,True,57,120,True,False
ETHUSDT,4h,BUY,2840.21,2761.9099945632065,2970.710009061323,-1.0,-1.0,1.07549,1.06842,True,True,55,56,True,True
ETHUSDT,4h,BUY,2799.07,2714.845831937728,2939.4436134371213,0.6700649571456747,0.831849277835695,0.30017,0.32584,True,True,120,120,False,False
ETHUSDT,4h,SELL,3119.27,3226.404756507909,2940.712072486818,-0.002865477927775088,-0.013983745883850223,0.12222,0.06667,True,True,120,120,False,False
ETHUSDT,4h,SELL,3318.04,3428.819758157882,3133.4070697368634,-0.1011675401110775,-0.12345045683079783,0.1345,0.15678,True,True,120,120,False,False
ETHUSDT,4h,SELL,3324.14,3435.61952375874,3138.340793735433,0.0009595969581494542,-0.019836882405260447,0.11254,0.06667,True,True,120,120,False,False
ETHUSDT,4h,BUY,2859.09,2770.545151717086,3006.6647471381907,1.6666666666666683,1.5581659578049367,0.13086,0.18966,True,True,57,120,True,False
ETHUSDT,4h,SELL,3090.5,3147.633005891156,2995.2783235147394,-0.028850602400076714,-0.058502565626598266,0.10368,0.09184,True,True,120,120,False,False
ETHUSDT,4h,SELL,3132.72,3181.4323639688805,3051.532726718532,0.08619625719219266,-0.17923876631221328,0.10123,0.21257,True,True,120,120,False,False
ETHUSDT,4h,SELL,3157.33,3212.0128584692534,3066.1919025512443,0.11934877979010132,-0.14063901894201755,0.10668,0.17397,True,True,120,120,False,False
ETHUSDT,4h,SELL,3223.57,3294.0359365618497,3106.1267723969177,0.11775273882745178,-0.1427750078005885,0.10614,0.17611,True,True,120,120,False,False
ETHUSDT,4h,SELL,3266.83,3341.5478483620027,3142.3002527299955,0.03493550847638926,-0.21546810489526413,0.11626,0.2488,True,True,120,120,False,False
ETHUSDT,4h,SELL,3286.22,3361.1692005605464,3161.3046657324217,0.07018198117708542,-0.14216041065344312,0.15432,0.17549,True,True,120,120,False,False
ETHUSDT,4h,SELL,3286.55,3370.1761024627704,3147.17316256205,-0.11223639506075904,-0.12617863479719213,0.19201,0.15951,True,True,120,120,False,False
ETHUSDT,4h,BUY,3002.69,2919.1774377973425,3141.877603671096,-1.0,-1.0,1.04949,1.28282,True,True,78,48,True,True
ETHUSDT,4h,BUY,2850.68,2780.387740424191,2967.8337659596805,1.6666666666666603,1.6666666666666667,0.15417,0.06667,True,True,83,84,True,True
ETHUSDT,4h,BUY,2759.88,2665.0828300700373,2917.875283216605,-1.0,-1.0,1.00667,1.23713,True,True,109,103,True,True
ETHUSDT,4h,BUY,2742.4,2639.946853478757,2913.155244202073,-1.0,-1.0,1.00667,1.04971,True,True,56,54,True,True
ETHUSDT,4h,BUY,2372.71,2227.4859878930306,2614.7500201782823,-0.8396812618932273,-0.8187766960445529,0.90349,0.92987,True,True,120,120,False,False
ETHUSDT,4h,BUY,2233.72,2088.642916950472,2475.515138415879,-1.0,-1.0,1.00667,1.00917,True,True,50,50,True,True
ETHUSDT,4h,BUY,2188.27,2047.9275580176632,2422.174069970561,-0.6103186651046155,-1.0,0.80317,1.06548,True,True,120,102,False,True
ETHUSDT,4h,BUY,1932.68,1778.3204930272536,2189.9458449545773,0.7089028386888415,0.7496634649198867,0.2226,0.23043,True,True,120,120,False,False
ETHUSDT,4h,BUY,1885.5,1835.7806086188543,1968.365652301909,-0.5340632958175988,-0.6352880187992075,0.60747,0.70023,True,True,120,120,False,False
ETHUSDT,4h,SELL,2057.48,2133.666683156692,1930.5021947388464,-0.028865598187236604,-0.05872343660428095,0.10348,0.09206,True,True,120,120,False,False
ETHUSDT,4h,SELL,2127.28,2222.541821584105,1968.5102973598248,0.037984387696812096,-0.20125895201097152,0.12742,0.23459,True,True,120,120,False,False
ETHUSDT,4h,SELL,2317.74,2383.1974056984577,2208.6443238359034,0.14191856619797674,-0.1157360367655003,0.10901,0.14907,True,True,120,120,False,False
ETHUSDT,4h,BUY,2007.07,1953.2397881260304,2096.787019789949,-1.0,-1.0,1.00667,1.17529,True,True,81,73,True,True
ETHUSDT,4h,SELL,2144.25,2192.14844024509,2064.419266258183,0.02932948580295957,-0.20936361443557971,0.12797,0.2427,True,True,120,120,False,False
ETHUSDT,4h,SELL,2215.45,2280.3257241515585,2107.3237930807354,0.014489066135323752,-0.0,0.10641,0.1209,True,True,120,120,False,False
ETHUSDT,4h,SELL,2284.99,2341.52126752346,2190.7712207942327,-0.014539775534308816,-0.03914661746541579,0.10873,0.07248,True,True,120,120,False,False
ETHUSDT,4h,SELL,2364.63,2431.953123677511,2252.424793870815,-0.04956943934084333,-0.06986655195150852,0.13287,0.1032,True,True,120,120,False,False
ETHUSDT,4h,SELL,2427.92,2493.5025636487744,2318.6157272520427,0.048321670655931875,-0.18907757852642426,0.12927,0.22241,True,True,120,120,False,False
ETHUSDT,4h,SELL,2362.8,2405.851572231973,2291.047379613379,-0.05052965126502666,-0.07848473967035018,0.11268,0.11182,True,True,120,120,False,False
ETHUSDT,4h,BUY,2180.0,2138.022080378504,2249.9631993691605,-0.2148183442181362,-0.19587063514948663,0.66317,0.67679,True,True,120,120,False,False
ETHUSDT,4h,BUY,2133.9,2092.505297948881,2202.8911700851977,-1.0,-0.955925334421945,1.00667,0.99178,True,True,67,120,True,False
ETHUSDT,4h,BUY,2125.07,2077.5708691498007,2204.2352180836656,-0.30472243775425556,-0.3938571381235375,0.90538,0.98234,True,True,120,120,False,False
ETHUSDT,4h,BUY,2070.78,2029.3984600253425,2139.7492332910965,-0.6985072844389657,-0.7549229389692506,0.85227,0.92756,True,True,120,120,False,False
ETHUSDT,4h,BUY,2060.27,2015.5054233511944,2134.8776277480097,1.2006910547172904,1.3469117248789173,0.43632,0.45931,True,True,120,120,False,False
ETHUSDT,4h,BUY,1995.56,1947.2161524831383,2076.133079194769,-1.0,-1.0,1.00667,1.00938,True,True,76,76,True,True
ETHUSDT,4h,BUY,2014.55,1966.29947594951,2094.9675400841497,-0.24468411892337244,-0.3714501269364918,0.57898,0.63381,True,True,120,120,False,False
ETHUSDT,4h,BUY,1878.39,1817.8445222750277,1979.2991295416207,-1.0,-1.0,1.00667,1.03716,True,True,86,86,True,True
ETHUSDT,4h,BUY,1615.18,1542.8502740681804,1735.7295432196995,1.6666666666666667,1.6666666666666667,0.15081,0.06667,True,True,71,71,True,True
SOLUSDT,4h,BUY,184.25,178.09930944092912,194.5011509317848,-0.6657300756034149,-0.5375291969193613,0.80891,0.82864,True,True,120,120,False,False
SOLUSDT,4h,BUY,169.32,161.052570346074,183.09904942321,-1.0,-1.0,1.02106,1.04381,True,True,53,52,True,True
SOLUSDT,4h,BUY,168.95,160.75109381880867,182.61484363531883,-1.0,-1.0,1.00667,1.07787,True,True,59,59,True,True
SOLUSDT,4h,BUY,145.43,135.99414769400653,161.15642050998912,-1.0,-1.0,1.00667,1.01412,True,True,95,95,True,True
SOLUSDT,4h,BUY,139.27,130.6312727672078,153.66787872132036,-1.0,-1.0,1.12026,1.12008,True,True,35,35,True,True
SOLUSDT,4h,BUY,135.32,126.21410764111285,150.49648726481192,-1.0,-1.0,1.02633,1.05963,True,True,65,63,True,True
