sym,tf,dir,entry,sl,tp,rA,rB,mae_a,mae_b,at_risk,used_trap,bh_a,bh_b,res_a,res_b
ETHUSDT,1h,BUY,1679.21,1633.4678759093752,1755.446873484375,-1.0,-1.0,1.04989,1.04619,True,True,92,92,True,True
ETHUSDT,1h,BUY,1682.72,1638.351969534104,1756.66671744316,-1.0,-1.0,1.09118,1.11301,True,True,36,35,True,True
ETHUSDT,1h,BUY,1608.49,1558.8197301219036,1691.2737831301606,-0.5528228734704673,-0.5347720449998858,0.76371,0.77072,True,True,120,120,False,False
ETHUSDT,1h,BUY,1574.06,1522.3238199992063,1660.2869666679894,0.01923170238359995,0.03150783086364485,0.93043,0.93104,True,True,120,120,False,False
ETHUSDT,1h,BUY,1566.71,1514.8237822385804,1653.187029602366,1.329168410331867,0.9461552435721169,0.12825,0.17399,True,True,120,120,False,False
ETHUSDT,1h,SELL,1633.52,1663.3340446387062,1583.8299256021562,0.07664355814670706,-0.18414788420462375,0.10588,0.21748,True,True,120,120,False,False
ETHUSDT,1h,SELL,1683.9,1717.7236923075816,1627.5271794873645,0.07255738995790485,-0.18329105300117665,0.11082,0.21662,True,True,120,120,False,False
SOLUSDT,1h,BUY,81.0,79.37094404690413,83.71509325515979,-0.35617787848265553,-0.21638423580828187,0.57662,0.57453,True,True,120,120,False,False
SOLUSDT,1h,BUY,81.26,79.7862733736888,83.71621104385201,-1.0,-1.0,1.01529,1.02549,True,True,106,106,True,True
SOLUSDT,1h,BUY,79.81,77.82424209174907,83.11959651375156,-1.0,-1.0,1.04719,1.20249,True,True,27,25,True,True
SOLUSDT,1h,BUY,77.34,75.63361254011905,80.18397909980159,1.160308004918307,0.8270228639379757,0.44843,0.71255,True,True,120,120,False,False
SOLUSDT,1h,SELL,84.33,85.92818739288525,81.66635434519125,0.12085672234176971,-0.1319133011034116,0.1139,0.16525,True,True,120,120,False,False
SOLUSDT,1h,SELL,84.89,86.33653888563006,82.47910185728323,0.04751234694105459,-0.16539049714706133,0.15376,0.19872,True,True,120,120,False,False
SOLUSDT,1h,SELL,84.83,86.15716873301776,82.61805211163707,-0.044820186242792485,-0.054746804795136085,0.12341,0.08808,True,True,120,120,False,False
SOLUSDT,1h,SELL,85.83,86.99815509947076,83.88307483421538,-0.12812459965056225,-0.15129590911790583,0.19207,0.18463,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.42,87.69103679495184,84.30160534174695,0.11388519825168271,-0.13338709675091096,0.11939,0.16672,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.06,89.35220907980155,85.90631820033076,0.09703694103377905,-0.16523717794945753,0.10439,0.19857,True,True,120,120,False,False
SOLUSDT,1h,SELL,89.67,91.2984246326728,86.95595894554536,-0.09853417970264697,-0.1217380666563092,0.13187,0.15507,True,True,120,120,False,False
SOLUSDT,1h,BUY,81.32,79.8247061616474,83.81215639725431,-0.8934690375862042,-0.9308571677714367,0.91002,0.95815,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.13,87.17557311701901,84.38737813830163,-0.07396428905538578,-0.09594318929669562,0.11135,0.12928,True,True,120,120,False,False
SOLUSDT,1h,BUY,83.22,82.37182515051899,84.63362474913501,-1.0,-1.0,1.07006,1.07143,True,True,26,26,True,True
SOLUSDT,1h,BUY,79.09,77.71863432411978,81.37560945980037,-1.0,-1.0,1.00667,1.11042,True,True,46,44,True,True
SOLUSDT,1h,BUY,76.84,75.33545025637574,79.34758290604046,1.666666666666673,1.6143531406353098,0.11579,0.13451,True,True,113,120,True,False
SOLUSDT,1h,SELL,81.3,82.88133839222706,78.66443601295488,0.041992518699838846,-0.2127283050701684,0.11195,0.24606,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.2,90.20982378864844,84.85029368558595,0.09288272641730701,-0.1524827146186341,0.1213,0.18582,True,True,120,120,False,False
SOLUSDT,1h,SELL,87.76,89.70692341970138,84.51512763383103,0.0007639535287165607,-0.025794655197308808,0.10677,0.06667,True,True,120,120,False,False
SOLUSDT,1h,BUY,82.7,81.00768513350766,85.52052477748722,-1.0,-1.0,1.07179,1.1402,True,True,102,101,True,True
SOLUSDT,1h,BUY,81.43,79.87312796708241,84.02478672152934,-0.30555836081805215,-0.40691318542845434,0.39451,0.50244,True,True,120,120,False,False
SOLUSDT,1h,BUY,78.42,76.66052306207632,81.35246156320615,1.6666666666666747,1.56161278015663,0.31887,0.41284,True,True,117,120,True,False
SOLUSDT,1h,SELL,87.26,89.33777510572175,83.79704149046377,0.05382467336441413,-0.18750280723971363,0.12534,0.22084,True,True,120,120,False,False
SOLUSDT,1h,SELL,87.61,89.92933708485089,83.7444381919152,0.11348610436591397,-0.12976158609639907,0.12342,0.16309,True,True,120,120,False,False
SOLUSDT,1h,SELL,90.15,92.40060028795769,86.39899952007057,0.033985237624792324,-0.0,0.11725,0.15124,True,True,120,120,False,False
SOLUSDT,1h,SELL,91.55,93.99410652267504,87.4764891288749,0.1111312155714139,-0.15089354621314344,0.10464,0.18423,True,True,120,120,False,False
SOLUSDT,1h,SELL,92.87,95.22939416894322,88.93767638509466,-0.014389671541864447,-0.047639402905421346,0.10008,0.08097,True,True,120,120,False,False
SOLUSDT,1h,BUY,85.28,83.59306429629353,88.09155950617743,-1.0,-1.0,1.01624,1.02201,True,True,115,115,True,True
SOLUSDT,1h,BUY,83.61,82.64451559559201,85.21914067401332,-0.7209357411782163,-0.8057936434919937,0.72288,0.89385,True,True,120,120,False,False
SOLUSDT,1h,BUY,83.02,82.01283919953194,84.69860133411343,-1.0,-1.0,1.08559,1.33382,True,True,83,77,True,True
SOLUSDT,1h,BUY,82.5,81.50925664203903,84.15123892993493,-1.0,-1.0,1.04271,1.05904,True,True,99,99,True,True
SOLUSDT,1h,SELL,89.09,90.93739498759716,86.01100835400474,-0.09192683357116675,-0.11526447560731018,0.18914,0.1486,True,True,120,120,False,False
SOLUSDT,1h,SELL,90.69,92.45856845067776,87.74238591553707,-0.038731606956434225,-0.06361160053112018,0.10845,0.09694,True,True,120,120,False,False
SOLUSDT,1h,SELL,91.48,92.89267703499628,89.12553827500619,-0.10740562792153063,-0.11972771150373358,0.16621,0.15306,True,True,120,120,False,False
SOLUSDT,1h,SELL,92.86,94.4585291287024,90.195784785496,-0.027155826180312082,-0.0,0.12724,0.10008,True,True,120,120,False,False
SOLUSDT,1h,SELL,95.49,97.24540793684818,92.56432010525302,0.12529261170422637,-0.14125755782481714,0.10012,0.17459,True,True,120,120,False,False
SOLUSDT,1h,BUY,89.94,88.39379679491016,92.5170053418164,-1.0,-1.0,1.0195,1.05253,True,True,83,80,True,True
SOLUSDT,1h,BUY,88.16,87.05950267583087,89.99416220694853,-0.8114187833842359,-0.8123013595498682,0.87131,0.99151,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.75,85.65965656983248,88.56723905027921,-1.0,-1.0,1.0174,1.119,True,True,64,40,True,True
SOLUSDT,1h,SELL,89.95,91.93452052228058,86.64246579619905,0.12365448135831093,-0.13149230947773496,0.11152,0.16483,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.84,85.54596434747138,88.9967260875477,-1.0,-1.0,1.04481,1.0533,True,True,63,63,True,True
SOLUSDT,1h,BUY,83.11,81.91907540311196,85.09487432814674,-0.3206544075731495,-0.2318888730856973,0.39091,0.3865,True,True,120,120,False,False
SOLUSDT,1h,BUY,79.26,77.68817979009552,81.87970034984082,-1.0,-1.0,1.00697,1.26213,True,True,71,58,True,True
SOLUSDT,1h,BUY,79.07,77.55338330998036,81.59769448336604,1.084487103556252,1.0074914777013866,0.16824,0.19059,True,True,120,120,False,False
SOLUSDT,1h,BUY,79.21,78.52941274737209,80.34431208771315,0.851318604526298,0.7921967211333976,0.1161,0.17831,True,True,120,120,False,False
SOLUSDT,1h,SELL,81.69,82.74772863668439,79.92711893885935,0.11118016241848629,-0.14851155836497024,0.10697,0.18184,True,True,120,120,False,False
SOLUSDT,1h,SELL,84.49,85.86569427746808,82.19717620421986,0.08642014792700918,-0.14850306329664678,0.13174,0.18184,True,True,120,120,False,False
SOLUSDT,1h,BUY,82.67,81.44856411277571,84.70572647870715,-1.0,-1.0,1.06741,1.08529,True,True,100,100,True,True
SOLUSDT,1h,BUY,81.88,81.01781319264258,83.31697801226235,0.9826697808978437,-1.0,0.8634,1.01791,True,True,120,70,False,True
SOLUSDT,1h,SELL,85.91,87.26800697215961,83.64665504640064,-0.02122641214709133,-0.048578944080645586,0.10598,0.08191,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.02,87.19107518278453,84.06820802869245,-0.0032563994578166376,-0.01676078385484901,0.11983,0.06667,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.93,90.5435900567918,86.24068323868032,-0.03344013606340234,-0.060377204151698234,0.1064,0.09371,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.13,85.19074296613243,87.69542838977928,-0.8849435407701111,-1.0,0.89214,1.04276,True,True,120,122,False,True
SOLUSDT,1h,BUY,85.6,84.70212762864954,87.09645395225077,1.6666666666666772,1.6666666666666614,0.34221,0.37012,True,True,111,112,True,True
SOLUSDT,1h,BUY,84.0,82.89069116044354,85.84884806592744,1.046657320631374,1.185077131252445,0.31315,0.33724,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.31,89.34955959002185,86.57740068329691,0.07145361554550576,-0.1693445292412033,0.12587,0.20268,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.75,89.78859599827916,87.01900666953473,0.03443930832942222,-0.2194981257753085,0.11273,0.25283,True,True,120,120,False,False
SOLUSDT,1h,SELL,87.72,88.47301707086474,86.46497154855876,-0.049250035906148376,-0.08183009282391195,0.10075,0.11516,True,True,120,120,False,False
SOLUSDT,1h,BUY,84.47,83.57568820803733,85.9605196532711,-0.6236166893973117,-0.8104474329344297,0.82273,0.87925,True,True,120,120,False,False
SOLUSDT,1h,BUY,82.62,81.60818676010152,84.3063553998308,1.623812771385053,1.2154877153327424,0.40307,0.654,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.29,87.09732443198587,84.94445928002357,-0.04453330628613566,-0.0,0.14741,0.10287,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.81,87.6563769473384,85.399371754436,0.008406845899696794,-0.0,0.12287,0.13128,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.33,89.37694423102985,86.58509294828357,-0.019627890505394322,-0.03385637621917201,0.1191,0.06719,True,True,120,120,False,False
SOLUSDT,1h,SELL,93.29,94.3933402688818,91.45109955186366,-0.05322669998613614,-0.08366379170650755,0.1029,0.117,True,True,120,120,False,False
SOLUSDT,1h,SELL,93.87,94.63397735986072,92.59670440023216,0.08441018106886211,-0.13527153305087475,0.14698,0.1686,True,True,120,120,False,False
SOLUSDT,1h,SELL,94.52,95.8472022369412,92.30799627176468,-0.13051189399270674,-0.16169426651498883,0.19849,0.19503,True,True,120,120,False,False
SOLUSDT,1h,BUY,91.18,90.03577453995153,93.08704243341413,-1.0,-0.9295113957478222,1.00667,0.96362,True,True,82,120,True,False
SOLUSDT,1h,BUY,90.48,89.41605734754557,92.25323775409072,1.6666666666666667,1.5621297941862775,0.1366,0.12192,True,True,86,120,True,False
SOLUSDT,1h,BUY,86.81,85.9390477898198,88.26158701696701,-0.30614519059478384,-0.1971436318665567,0.76223,0.75949,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.53,85.761038548317,87.81160241947167,-1.0,-1.0,1.01357,1.03778,True,True,37,15,True,True
SOLUSDT,1h,BUY,85.26,84.26301447815688,86.92164253640523,-1.0,-1.0,1.0791,1.09669,True,True,85,85,True,True
SOLUSDT,1h,BUY,84.96,83.97547427247909,86.60087621253484,-0.255505350278565,-0.49183967648954113,0.38554,0.5805,True,True,120,120,False,False
SOLUSDT,1h,BUY,85.0,83.88019035940818,86.86634940098638,-1.0,-1.0,1.00667,1.00512,True,True,48,48,True,True
SOLUSDT,1h,BUY,83.22,82.22250283299992,84.88249527833347,1.6666666666666714,1.6666666666666714,0.32681,0.33074,True,True,97,97,True,True
SOLUSDT,1h,SELL,86.28,87.5550457470376,84.15492375493734,0.03241257540587958,-0.23258371197835684,0.10167,0.26592,True,True,120,120,False,False
SOLUSDT,1h,BUY,81.26,80.1766713350044,83.06554777499267,-1.0,-1.0,1.06494,1.30847,True,True,52,24,True,True
SOLUSDT,1h,BUY,81.87,81.24146037349907,82.91756604416824,1.5476263065468387,1.3715008236626216,0.15036,0.18623,True,True,120,120,False,False
SOLUSDT,1h,BUY,80.41,79.29993811137679,82.26010314770534,-1.0,-1.0,1.09393,1.12248,True,True,30,27,True,True
SOLUSDT,1h,BUY,74.85,73.18421211094928,77.62631314841786,-1.0,-1.0,1.06009,1.07605,True,True,103,103,True,True
SOLUSDT,1h,BUY,74.06,72.31191696430712,76.9734717261548,-1.0,-1.0,1.00667,1.03065,True,True,113,113,True,True
SOLUSDT,1h,BUY,72.82,71.09602639434229,75.69328934276284,-1.0,-1.0,1.00667,1.03775,True,True,33,26,True,True
SOLUSDT,1h,BUY,70.07,67.91163997522337,73.66726670796105,-1.0,-1.0,1.00667,1.01812,True,True,98,98,True,True
SOLUSDT,1h,BUY,68.7,66.67202983563763,72.07995027393729,-1.0,-1.0,1.00667,1.03682,True,True,77,77,True,True
SOLUSDT,1h,BUY,66.18,64.02625116938444,69.76958138435928,-0.7026747282821865,-0.5538603387273207,0.88329,0.90857,True,True,120,120,False,False
BNBUSDT,1h,BUY,597.91,588.7351474430862,613.2014209281895,1.6666666666666625,1.618550971668183,0.49412,0.50578,True,True,115,120,True,False
BNBUSDT,1h,SELL,627.6,634.796655739596,615.6055737673402,-0.010406131026617613,-0.04256733103786735,0.10117,0.0759,True,True,120,120,False,False
BNBUSDT,1h,BUY,611.79,603.4702699206193,625.6562167989676,1.2444470140467365,1.492405441746623,0.18661,0.19344,True,True,120,120,False,False
BNBUSDT,1h,SELL,626.14,633.4034915617831,614.0341807303614,0.014784073236270753,-0.0,0.10962,0.12441,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.0,633.9284187445987,615.4526354256687,-0.08293179834530517,-0.0816179215649118,0.13737,0.11495,True,True,120,120,False,False
BNBUSDT,1h,SELL,632.75,637.4391689393145,624.9347184344758,0.1019802311555806,-0.15535143808053575,0.10933,0.18868,True,True,120,120,False,False
BNBUSDT,1h,BUY,612.46,608.0196688959671,619.860551840055,-0.2523614073511138,-0.34904014406978123,0.68792,0.71167,True,True,120,120,False,False
BNBUSDT,1h,BUY,593.76,585.5533266425876,607.4377889290205,1.1763866453530534,1.0949317126484428,0.31402,0.43603,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.54,636.7269819128946,612.2283634785088,0.10407856734663698,-0.15354280340153323,0.10905,0.18688,True,True,120,120,False,False
BNBUSDT,1h,BUY,597.5,589.2092662937076,611.3178895104874,-0.7572141525066686,-1.0,0.91874,1.18454,True,True,120,113,False,True
BNBUSDT,1h,BUY,594.46,585.9533046819517,608.6378255300805,1.6666666666666623,1.3733362884280433,0.17895,0.4139,True,True,79,120,True,False
BNBUSDT,1h,SELL,628.53,637.4568669567694,613.6518884053842,0.0043349220966333955,-0.016733678208844593,0.11226,0.06667,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.75,636.3602322229287,613.3996129617854,0.13477144121997567,-0.10268643020301661,0.12921,0.13602,True,True,120,120,False,False
BNBUSDT,1h,SELL,644.44,654.8767137909499,627.0454770150837,-0.008665123172533162,-0.031335090409104954,0.11066,0.06667,True,True,120,120,False,False
BNBUSDT,1h,SELL,651.89,660.6151920109805,637.3480133150323,-0.11350477483891161,-0.1330100629156905,0.14684,0.16634,True,True,120,120,False,False
BNBUSDT,1h,SELL,660.6,669.346488411149,646.0225193147517,-0.05604137378748912,-0.08470891348095061,0.10467,0.11804,True,True,120,120,False,False
BNBUSDT,1h,BUY,630.75,623.271071357068,643.2148810715534,-1.0,-1.0,1.01832,1.06746,True,True,87,84,True,True
BNBUSDT,1h,BUY,620.96,616.405314020017,628.5511432999716,-1.0,-1.0,1.00667,1.25915,True,True,86,83,True,True
BNBUSDT,1h,BUY,620.26,615.93749814212,627.4641697631332,-1.0,-1.0,1.00667,1.03828,True,True,28,26,True,True
BNBUSDT,1h,BUY,619.94,615.6545774796851,627.0823708671915,-0.33616908346190044,-0.5180531163538881,0.74241,0.74549,True,True,120,120,False,False
BNBUSDT,1h,BUY,618.06,613.5586091055103,625.5623181574827,-1.0,-1.0,1.05054,1.13647,True,True,81,80,True,True
BNBUSDT,1h,SELL,636.79,644.3944434971054,624.1159275048242,0.03739186622982728,-0.2168330050528612,0.11244,0.25017,True,True,120,120,False,False
BNBUSDT,1h,SELL,666.64,672.939822236552,656.1402962724134,-0.005186027787979801,-0.0,0.10773,0.10254,True,True,120,120,False,False
BNBUSDT,1h,SELL,667.98,675.694870427735,655.1218826204417,-0.08128865368503072,-0.07810483969373565,0.13652,0.11144,True,True,120,120,False,False
BNBUSDT,1h,SELL,673.77,680.2279080941278,663.0068198431204,-0.021167095460569336,-0.0,0.13579,0.11462,True,True,120,120,False,False
BNBUSDT,1h,SELL,679.41,687.5702862855579,665.8095228574033,0.05853837000579512,-0.20749340104339634,0.10063,0.24083,True,True,120,120,False,False
BNBUSDT,1h,BUY,650.24,642.7845728725065,662.6657118791559,-0.8177121903961053,-1.0,0.96397,1.00919,True,True,120,122,False,True
BNBUSDT,1h,BUY,648.28,641.9913476808482,658.7610871985862,-0.05854095308187739,-0.15536613304548322,0.32942,0.35917,True,True,120,120,False,False
BNBUSDT,1h,BUY,641.21,634.8435162721968,651.8208062130055,-0.41130794189956793,-0.5251839496430737,0.76842,0.79939,True,True,120,120,False,False
BNBUSDT,1h,BUY,638.25,631.386321799516,649.6894636674732,-0.4646267138582287,-0.5516611965030995,0.55752,0.60546,True,True,120,120,False,False
BNBUSDT,1h,BUY,634.33,629.2890666622468,642.731555562922,-1.0,-1.0,1.0515,1.07982,True,True,109,109,True,True
BNBUSDT,1h,BUY,629.48,624.8777692076574,637.1503846539044,-1.0,-1.0,1.03371,1.06303,True,True,76,60,True,True
BNBUSDT,1h,BUY,629.92,624.7738737848098,638.496877025317,-0.4606839149886925,-0.5540803704567381,0.5591,0.61825,True,True,120,120,False,False
BNBUSDT,1h,SELL,646.21,655.0232489182274,631.5212518029545,-0.04367541608833172,-0.06998416511973228,0.10702,0.10332,True,True,120,120,False,False
BNBUSDT,1h,SELL,646.87,652.5031233255352,637.481461124108,-0.07833761707265025,-0.10189272315674333,0.12793,0.13523,True,True,120,120,False,False
BNBUSDT,1h,BUY,631.54,626.4420090610764,640.0366515648726,-1.0,-1.0,1.00667,1.01965,True,True,73,73,True,True
BNBUSDT,1h,BUY,629.9,624.5940984936627,638.7431691772288,-1.0,-1.0,1.00667,1.03786,True,True,56,56,True,True
BNBUSDT,1h,BUY,610.17,604.123606466171,620.2473225563814,-1.0,-1.0,1.05607,1.06692,True,True,52,52,True,True
BNBUSDT,1h,BUY,606.09,601.3904983822648,613.9225026962254,1.6666666666666585,1.62954739664787,0.12885,0.18522,True,True,101,120,True,False
BNBUSDT,1h,BUY,602.79,596.753388096048,612.85101983992,1.183141316993046,1.0736036204535222,0.23659,0.48621,True,True,120,120,False,False
BNBUSDT,1h,BUY,591.82,585.2815895027322,602.7173508287797,-1.0,-1.0,1.00667,1.12351,True,True,101,96,True,True
BNBUSDT,1h,BUY,579.89,572.3626867286562,592.4355221189063,1.6666666666666616,1.608404481069995,0.20031,0.12339,True,True,80,120,True,False
BNBUSDT,1h,SELL,593.36,596.2199442789602,588.5934262017331,-0.024822027734024418,-0.015430776921137573,0.14272,0.06667,True,True,120,120,False,False
BNBUSDT,1h,SELL,600.73,605.6447646267951,592.5387256220083,0.09867788436586233,-0.1352497739823166,0.13274,0.16858,True,True,120,120,False,False
BNBUSDT,1h,SELL,606.61,611.724655808463,598.0855736525617,-0.036732119477004326,-0.047731676251811794,0.12233,0.08107,True,True,120,120,False,False
BNBUSDT,1h,SELL,617.5,624.5185840926046,605.8023598456591,0.07824868909276755,-0.1848612601974805,0.10356,0.21819,True,True,120,120,False,False
BNBUSDT,1h,SELL,610.17,613.9986549719046,603.7889083801589,-0.11871146150718191,-0.11983752338228515,0.15204,0.15317,True,True,120,120,False,False
BNBUSDT,1h,BUY,597.3,591.6681501966012,606.6864163389979,-1.0,-1.0,1.01201,1.04382,True,True,80,80,True,True
BNBUSDT,1h,BUY,591.65,587.3846404773313,598.758932537781,1.2728745177216882,1.2215835793937824,0.34769,0.37102,True,True,120,120,False,False
BNBUSDT,1h,SELL,604.78,609.5135515963962,596.8907473393397,0.12566747232926068,-0.1372799700633056,0.10372,0.17061,True,True,120,120,False,False
BNBUSDT,1h,SELL,607.41,612.1298479800591,599.5435866999013,-0.08604817777789263,-0.09605669207782541,0.1793,0.12939,True,True,120,120,False,False
BNBUSDT,1h,SELL,612.28,617.571859203417,603.4602346609715,-0.027231791859572106,-0.044241489835367916,0.11632,0.07757,True,True,120,120,False,False
BNBUSDT,1h,SELL,614.69,619.4759416833818,606.7134305276971,0.1046194512139562,-0.1584354602029566,0.10361,0.19177,True,True,120,120,False,False
BNBUSDT,1h,SELL,619.11,624.0124472840766,610.939254526539,-0.12156751915647107,-0.12889883296498245,0.21434,0.16223,True,True,120,120,False,False
BNBUSDT,1h,SELL,634.6,640.870494334157,624.1491761097384,0.05077014670998837,-0.20320585064747898,0.11269,0.23654,True,True,120,120,False,False
BNBUSDT,1h,SELL,641.84,647.9170388038225,631.7116019936293,0.03169988768406527,-0.0,0.10843,0.14013,True,True,120,120,False,False
BNBUSDT,1h,BUY,622.4,617.6411921053083,630.3313464911529,-0.548864414193872,-0.5683327084414297,0.83074,0.93431,True,True,120,120,False,False
BNBUSDT,1h,SELL,634.14,638.7895761884056,626.3907063526573,0.04700720968804367,-0.2176389846561336,0.10202,0.25097,True,True,120,120,False,False
BNBUSDT,1h,SELL,642.3,647.3473000220323,633.8878332966128,-0.0384125401637059,-0.054896175712308405,0.12945,0.08823,True,True,120,120,False,False
BNBUSDT,1h,SELL,644.4,650.1231338633713,634.8614435610477,-0.06165300745570836,-0.08598365253641219,0.109,0.11932,True,True,120,120,False,False
BNBUSDT,1h,BUY,628.71,625.5971274819182,633.8981208634698,0.7738940014716326,0.5059663116768685,0.31162,0.55843,True,True,120,120,False,False
BNBUSDT,1h,BUY,623.06,618.6223977251066,630.4560037914889,-1.0,-1.0,1.00667,1.26224,True,True,78,68,True,True
BNBUSDT,1h,BUY,617.73,613.8929486255652,624.1250856240582,-0.2547016687982892,-1.0,0.93924,1.18836,True,True,120,61,False,True
BNBUSDT,1h,SELL,628.45,633.5956914502704,619.873847582883,-0.03127317742475609,-0.06341731780723138,0.10119,0.09675,True,True,120,120,False,False
BNBUSDT,1h,SELL,647.41,654.6310508214971,635.3749152975049,0.11879193691217028,-0.14676682590535348,0.10111,0.1801,True,True,120,120,False,False
BNBUSDT,1h,SELL,653.66,658.0926630151667,646.2722283080554,-0.09316798275201896,-0.09001908645347781,0.13648,0.12335,True,True,120,120,False,False
BNBUSDT,1h,SELL,651.68,656.8434616854172,643.0742305243045,-0.07094269491532701,-0.07399652981807193,0.16557,0.10733,True,True,120,120,False,False
BNBUSDT,1h,SELL,668.71,674.504881800222,659.0518636662966,0.11969705403173747,-0.1389443341903767,0.10803,0.17228,True,True,120,120,False,False
BNBUSDT,1h,SELL,678.15,684.5297810956392,667.5170315072678,0.06190025767969727,-0.18082031777948734,0.12395,0.21415,True,True,120,120,False,False
BNBUSDT,1h,SELL,680.38,686.6291601850107,669.9647330249821,-0.050515587556609336,-0.018703412061978352,0.16515,0.06667,True,True,120,120,False,False
BNBUSDT,1h,BUY,655.2,648.9671226025335,665.5881289957775,-1.0,-1.0,1.01353,1.04075,True,True,111,111,True,True
BNBUSDT,1h,BUY,643.74,638.2364773827809,652.9125376953652,-0.23544357378624334,-1.0,0.90822,1.16251,True,True,120,49,False,True
BNBUSDT,1h,BUY,641.85,636.2929121027586,651.1118131620691,-1.0,-1.0,1.01076,1.02508,True,True,68,67,True,True
BNBUSDT,1h,BUY,641.75,636.318528804844,650.8024519919267,-1.0,-1.0,1.01798,1.0508,True,True,114,114,True,True
BNBUSDT,1h,SELL,654.39,658.6772554620779,647.2445742298701,0.004943796198503213,-0.007938166607552543,0.12045,0.06667,True,True,120,120,False,False
BNBUSDT,1h,BUY,640.32,634.2878934899744,650.3735108500427,1.6666666666666603,1.508530022504208,0.10747,0.21591,True,True,110,120,True,False
BNBUSDT,1h,BUY,640.2,634.5630051010494,649.5949914982511,1.0060596461959934,1.0521124788109433,0.1403,0.06667,True,True,120,120,False,False
BNBUSDT,1h,SELL,667.78,672.5806243497311,659.7789594171147,-0.10013691750766009,-0.1257226585924716,0.13347,0.15906,True,True,120,120,False,False
BNBUSDT,1h,BUY,635.21,629.4921757230911,644.7397071281815,1.1546095533809997,1.1926588475672484,0.11099,0.24691,True,True,120,120,False,False
BNBUSDT,1h,SELL,719.71,733.5823683215427,696.5893861307623,0.0901528790078759,-0.17517000990088574,0.10134,0.2085,True,True,120,120,False,False
BNBUSDT,1h,BUY,666.38,654.6617436298828,685.9104272835286,-0.7424494348468008,-1.0,0.86353,1.00829,True,True,120,123,False,True
BNBUSDT,1h,BUY,661.6,649.7392422575994,681.3679295706678,-1.0,-1.0,1.00667,1.03788,True,True,25,25,True,True
BNBUSDT,1h,BUY,654.63,642.38025934817,675.0462344197168,-1.0,-1.0,1.02298,1.0537,True,True,26,26,True,True
BNBUSDT,1h,BUY,645.99,632.972520544193,667.6857990930117,-1.0,-1.0,1.00667,1.02963,True,True,115,115,True,True
BNBUSDT,1h,BUY,628.13,616.9736391481591,646.7239347530681,-0.7232760396823178,-0.7365006735562841,0.88341,0.90992,True,True,120,120,False,False
BNBUSDT,1h,BUY,629.43,617.7248342596595,648.9386095672342,-1.0,-1.0,1.05984,1.13424,True,True,53,52,True,True
BNBUSDT,1h,BUY,608.05,593.9669923651078,631.5216793914869,-1.0,-1.0,1.00667,1.01812,True,True,113,113,True,True
BNBUSDT,1h,BUY,595.3,581.392997374117,618.4783377098049,-1.0,-1.0,1.02539,1.05365,True,True,41,41,True,True
BNBUSDT,1h,BUY,567.33,551.7940604401073,593.2232325998214,1.1698786281957265,-1.0,0.88464,1.14984,True,True,120,33,False,True
BNBUSDT,1h,SELL,592.94,601.3144111514872,578.9826480808547,-0.069116376321035,-0.07508515758562076,0.12976,0.10842,True,True,120,120,False,False
BNBUSDT,1h,BUY,588.6,581.128691600661,601.0521806655652,-0.7492254085226554,-1.0,0.79499,1.13436,True,True,120,117,False,True
BTCUSDT,4h,BUY,95671.74,94074.462120582,98333.86979903,1.6666666666666576,1.5722443162047366,0.28894,0.36477,True,True,94,120,True,False
BTCUSDT,4h,BUY,86272.01,83364.94192419764,91117.12345967058,-1.0,-1.0,1.00667,1.03097,True,True,80,76,True,True
BTCUSDT,4h,BUY,84708.58,81798.97470980865,89557.92215031892,-0.18064874431441158,-0.2264812421884412,0.3126,0.30281,True,True,120,120,False,False
BTCUSDT,4h,BUY,84005.05,80459.00236000221,89915.12939999632,1.0494409459932938,0.9601378033975232,0.35628,0.37677,True,True,120,120,False,False
BTCUSDT,4h,SELL,92709.98,95935.81581575694,87333.5869737384,0.12672364063534083,-0.13853342022690168,0.10141,0.17187,True,True,120,120,False,False
BTCUSDT,4h,BUY,82047.49,79087.08607838624,86981.49653602295,-1.0,-1.0,1.02994,1.06311,True,True,56,56,True,True
BTCUSDT,4h,BUY,79522.29,76171.1731851497,85107.48469141715,0.9723976214796836,0.8185295799542366,0.1282,0.14564,True,True,120,120,False,False
BTCUSDT,4h,SELL,87498.16,88895.81855328477,85168.72907785873,0.013602995698942685,-0.007089398366018686,0.11264,0.06667,True,True,120,120,False,False
