sym,tf,dir,ts,entry,sl,tp,ob,ob_real,rA,rB,fillB,avgFillB,resolvedA,resolvedB
XRPUSDT,1h,BUY,2026-02-11 07:00:00,1.3667,1.3419858780096539,1.4078902033172436,1.3584619593365512,False,1.6666666666666636,1.8333333333333304,1.0,1.3625809796682755,True,True
XRPUSDT,1h,SELL,2026-02-13 19:00:00,1.4112,1.435747557634967,1.3702874039417219,1.4193825192116556,False,-1.0,-0.8333333333333348,1.0,1.4152912596058278,True,True
XRPUSDT,1h,SELL,2026-02-14 13:00:00,1.4571,1.478628478861347,1.4212192018977552,1.464276159620449,False,-1.0,-0.8333333333333368,1.0,1.4606880798102244,True,True
XRPUSDT,1h,SELL,2026-02-15 09:00:00,1.5904,1.63167015854227,1.5216164024295502,1.60415671951409,False,1.6666666666666667,1.1666666666666667,0.6666666666666666,1.5938391798785225,True,True
XRPUSDT,1h,BUY,2026-02-19 01:00:00,1.4268,1.4054070998533608,1.462454833577732,1.4195,True,-1.0,-0.8293826468136252,1.0,1.4231500000000001,True,True
XRPUSDT,1h,BUY,2026-02-19 14:00:00,1.4008,1.3795410292764414,1.436231617872598,1.3937136764254805,False,-1.0,-0.8333333333333316,1.0,1.3972568382127402,True,True
XRPUSDT,1h,BUY,2026-02-22 21:00:00,1.3911,1.3788077555703568,1.4115870740494054,1.3863,True,-1.0,-0.8047549400976539,1.0,1.3887,True,True
XRPUSDT,1h,BUY,2026-02-23 06:00:00,1.3681,1.3487727583161664,1.4003120694730564,1.3616575861053888,False,1.6666666666666743,1.1666666666666723,0.6666666666666666,1.3664893965263474,True,True
XRPUSDT,1h,SELL,2026-02-25 22:00:00,1.4558,1.4859203212441525,1.4055994645930792,1.4658401070813842,False,1.6666666666666643,1.8333333333333321,1.0,1.4608200535406919,True,True
XRPUSDT,1h,BUY,2026-02-27 17:00:00,1.358,1.3350381987666808,1.396269668722199,1.3503460662555604,False,-1.0,-0.8333333333333365,1.0,1.3541730331277804,True,True
XRPUSDT,1h,BUY,2026-02-27 22:00:00,1.354,1.333070210579441,1.3888829823675988,1.3470234035264803,False,-1.0,-0.8333333333333315,1.0,1.3505117017632402,True,True
XRPUSDT,1h,BUY,2026-02-28 13:00:00,1.3415,1.3130699734706408,1.388883377548932,1.3320233244902135,False,-1.0,-0.8333333333333346,1.0,1.3367616622451068,True,True
XRPUSDT,1h,SELL,2026-03-01 03:00:00,1.4185,1.4516457447214801,1.3632570921308667,1.4295485815738267,False,1.666666666666669,0.5555555555555562,0.3333333333333333,1.4185,True,True
XRPUSDT,1h,SELL,2026-03-04 10:00:00,1.4048,1.4306492052259843,1.3617179912900264,1.4134164017419948,False,-1.0,-0.8333333333333333,1.0,1.4091082008709974,True,True
XRPUSDT,1h,SELL,2026-03-04 17:00:00,1.4427,1.4737816520140452,1.390897246643258,1.4530605506713485,False,1.6666666666666714,1.833333333333339,1.0,1.4478802753356743,True,True
XRPUSDT,1h,SELL,2026-03-04 21:00:00,1.4474,1.4771366634520289,1.3978388942466184,1.4573122211506764,False,1.6666666666666716,1.1666666666666703,0.6666666666666666,1.449878055287669,True,True
XRPUSDT,1h,BUY,2026-03-06 18:00:00,1.3586,1.3378650510501446,1.393158248249759,1.3516883503500483,False,-1.0,-0.833333333333335,1.0,1.3551441751750242,True,True
XRPUSDT,1h,SELL,2026-03-10 10:00:00,1.4055,1.425855782231941,1.3715736962800982,1.4122852607439804,False,-1.0,-0.8333333333333315,1.0,1.40889263037199,True,True
XRPUSDT,1h,SELL,2026-03-10 15:00:00,1.4308,1.456981244983943,1.3871645916934285,1.4395270816613144,False,1.6666666666666667,1.1666666666666679,0.6666666666666666,1.4329817704153287,True,True
XRPUSDT,1h,SELL,2026-03-15 23:00:00,1.4487,1.4667240101892147,1.4186599830179756,1.454708003396405,False,-1.0,-0.8333333333333313,1.0,1.4517040016982024,True,True
XRPUSDT,1h,SELL,2026-03-16 08:00:00,1.4684,1.4901448585780073,1.4321585690366545,1.4857958868624057,True,-1.0,-0.600000000000002,1.0,1.4770979434312028,True,True
XRPUSDT,1h,SELL,2026-03-16 15:00:00,1.4932,1.517253959929505,1.4531100667841588,1.5012179866431683,False,-1.0,-0.8333333333333348,1.0,1.4972089933215842,True,True
XRPUSDT,1h,SELL,2026-03-17 03:00:00,1.5443,1.5790865028425538,1.4863224952624106,1.5522,True,1.6666666666666603,1.780216454004524,1.0,1.54825,True,True
XRPUSDT,1h,BUY,2026-03-18 17:00:00,1.4566,1.4315341149887406,1.4983764750187654,1.4482447049962468,False,-1.0,-0.8333333333333347,1.0,1.4524223524981232,True,True
XRPUSDT,1h,BUY,2026-03-22 02:00:00,1.4166,1.401318696254481,1.4420688395758654,1.411506232084827,False,-1.0,-0.8333333333333309,1.0,1.4140531160424135,True,True
XRPUSDT,1h,BUY,2026-03-22 12:00:00,1.3995,1.3848887797485339,1.4238520337524434,1.3946295932495112,False,-1.0,-0.8333333333333308,1.0,1.3970647966247556,True,True
XRPUSDT,1h,BUY,2026-03-22 20:00:00,1.3867,1.3735426864557816,1.4086288559070308,1.382314228818594,False,-1.0,-0.8333333333333305,1.0,1.3845071144092969,True,True
XRPUSDT,1h,BUY,2026-03-22 22:00:00,1.3909,1.3756429286276892,1.4163284522871848,1.385814309542563,False,-1.0,-0.8333333333333333,1.0,1.3883571547712814,True,True
XRPUSDT,1h,SELL,2026-03-23 15:00:00,1.4314,1.4591135255365881,1.3852107907723532,1.4406378418455295,False,1.666666666666664,1.8333333333333317,1.0,1.4360189209227645,True,True
XRPUSDT,1h,BUY,2026-03-26 13:00:00,1.3786,1.364906969150324,1.4014217180827935,1.3740356563834413,False,-1.0,-0.8333333333333334,1.0,1.3763178281917205,True,True
XRPUSDT,1h,BUY,2026-03-26 20:00:00,1.3594,1.342411645747945,1.3877139237534248,1.353737215249315,False,-1.0,-0.8333333333333355,1.0,1.3565686076246575,True,True
XRPUSDT,1h,BUY,2026-03-27 13:00:00,1.3406,1.3243083247704373,1.3677527920492714,1.3351694415901458,False,-1.0,-0.8333333333333334,1.0,1.3378847207950728,True,True
XRPUSDT,1h,BUY,2026-03-27 19:00:00,1.3253,1.3088107218926728,1.3527821301788783,1.3198035739642242,False,1.6666666666666532,1.8333333333333175,1.0,1.3225517869821122,True,True
XRPUSDT,1h,BUY,2026-03-29 20:00:00,1.3241,1.3137640575392524,1.341326570767913,1.3206546858464174,False,-1.0,-0.8333333333333333,1.0,1.3223773429232089,True,True
XRPUSDT,1h,SELL,2026-03-30 09:00:00,1.3499,1.365276151292047,1.3242730811799217,1.3553,True,1.6666666666666763,1.8422632739526916,1.0,1.3526,True,True
XRPUSDT,1h,BUY,2026-04-02 14:00:00,1.3001,1.2837809818840975,1.3272983635265043,1.2946603272946993,False,1.6666666666666712,1.8333333333333353,1.0,1.2973801636473496,True,True
XRPUSDT,1h,BUY,2026-04-05 08:00:00,1.2993,1.2910625452167261,1.313029091305456,1.2965541817389086,False,-1.0,-0.8333333333333288,1.0,1.2979270908694542,True,True
XRPUSDT,1h,BUY,2026-04-05 13:00:00,1.2891,1.2790819548795775,1.3057967418673706,1.2857606516265259,False,1.666666666666674,1.833333333333337,1.0,1.2874303258132627,True,True
XRPUSDT,1h,BUY,2026-04-05 15:00:00,1.2967,1.2851033182380032,1.3160278029366614,1.2928344394126676,False,1.6666666666666794,0.5555555555555598,0.3333333333333333,1.2967,True,True
XRPUSDT,1h,SELL,2026-04-06 08:00:00,1.3389,1.3521047564686597,1.3168920725522337,1.3433015854895531,False,-1.0,-0.8333333333333389,1.0,1.3411007927447764,True,True
XRPUSDT,1h,SELL,2026-04-06 11:00:00,1.3499,1.3633953899277134,1.327407683453811,1.3543984633092379,False,1.6666666666666832,1.166666666666675,0.6666666666666666,1.3510246158273096,True,True
XRPUSDT,1h,SELL,2026-04-08 00:00:00,1.3665,1.3879284805498153,1.330785865750308,1.3736428268499385,False,-1.0,-0.8333333333333333,1.0,1.3700714134249692,True,True
XRPUSDT,1h,SELL,2026-04-08 03:00:00,1.37,1.3897433570582887,1.3370944049028524,1.3765811190194297,False,-1.0,-0.8333333333333315,1.0,1.373290559509715,True,True
XRPUSDT,1h,SELL,2026-04-08 06:00:00,1.3799,1.3985072906184621,1.3488878489692298,1.386102430206154,False,1.6666666666666548,1.8333333333333193,1.0,1.3830012151030768,True,True
XRPUSDT,1h,SELL,2026-04-11 20:00:00,1.3616,1.3734196533944456,1.3419005776759236,1.3655398844648152,False,1.6666666666666792,1.8333333333333517,1.0,1.3635699422324075,True,True
XRPUSDT,1h,SELL,2026-04-14 00:00:00,1.3621,1.378652385447067,1.3345126909215554,1.367617461815689,False,-1.0,-0.833333333333331,1.0,1.3648587309078444,True,True
XRPUSDT,1h,SELL,2026-04-14 14:00:00,1.3719,1.3880591277121679,1.3449681204797197,1.377286375904056,False,-1.0,-0.8333333333333334,1.0,1.3745931879520277,True,True
XRPUSDT,1h,SELL,2026-04-15 20:00:00,1.3883,1.4035810578375258,1.3628315702707907,1.393393685945842,False,-1.0,-0.8333333333333334,1.0,1.390846842972921,True,True
XRPUSDT,1h,SELL,2026-04-16 04:00:00,1.4038,1.4196260590499308,1.377423234916782,1.4090753530166436,False,-1.0,-0.8333333333333333,1.0,1.4064376765083217,True,True
XRPUSDT,1h,SELL,2026-04-16 07:00:00,1.4058,1.4205473402815953,1.3812210995306744,1.410715780093865,False,-1.0,-0.8333333333333357,1.0,1.4082578900469325,True,True
XRPUSDT,1h,SELL,2026-04-16 10:00:00,1.4087,1.4241059608595719,1.3830233985673803,1.413835320286524,False,-1.0,-0.8333333333333381,1.0,1.4112676601432619,True,True
XRPUSDT,1h,SELL,2026-04-16 16:00:00,1.4194,1.4411524176895667,1.383145970517389,1.4234,True,-1.0,-0.9080561973136769,1.0,1.4214,True,True
XRPUSDT,1h,SELL,2026-04-16 20:00:00,1.4524,1.4770054795301881,1.4113908674496862,1.4606018265100627,False,-1.0,-0.8333333333333333,1.0,1.4565009132550313,True,True
XRPUSDT,1h,SELL,2026-04-17 15:00:00,1.4861,1.511486652973657,1.4437889117105716,1.4945622176578857,False,1.6666666666666667,1.833333333333333,1.0,1.4903311088289428,True,True
XRPUSDT,1h,BUY,2026-04-20 00:00:00,1.4056,1.3891320736873851,1.433046543854358,1.4001106912291283,False,1.6666666666666667,1.8333333333333308,1.0,1.4028553456145643,True,True
XRPUSDT,1h,SELL,2026-04-27 02:00:00,1.4436,1.4539559707049918,1.4263400488250138,1.4470519902349972,False,1.6666666666666523,1.1666666666666559,0.6666666666666666,1.4444629975587493,True,True
XRPUSDT,1h,BUY,2026-04-27 14:00:00,1.404,1.3929185125671997,1.4224691457213336,1.4003061708557332,False,-1.0,-0.8333333333333333,1.0,1.4021530854278663,True,True
XRPUSDT,1h,BUY,2026-04-27 18:00:00,1.3954,1.3836263272446843,1.4150227879255262,1.3914754424148947,False,-1.0,-0.8333333333333333,1.0,1.3934377212074474,True,True
XRPUSDT,1h,BUY,2026-04-27 22:00:00,1.3969,1.3857135759172072,1.4155440401379882,1.39195,True,-1.0,-0.778749671773386,1.0,1.394425,True,True
XRPUSDT,1h,BUY,2026-04-28 15:00:00,1.3753,1.36456183467951,1.3931969422008164,1.3717206115598366,False,1.6666666666666599,1.83333333333333,1.0,1.3735103057799183,True,True
XRPUSDT,1h,BUY,2026-04-29 20:00:00,1.3627,1.3485390009918254,1.3863016650136244,1.3579796669972752,False,1.6666666666666718,1.1666666666666692,0.6666666666666666,1.3615199167493188,True,True
XRPUSDT,1h,SELL,2026-05-01 14:00:00,1.3948,1.4059933047334494,1.3761444921109176,1.3985311015778166,False,-1.0,-0.8333333333333299,1.0,1.3966655507889083,True,True
XRPUSDT,1h,SELL,2026-05-01 16:00:00,1.3915,1.402809788265066,1.3726503528915563,1.3952699294216886,False,-1.0,-0.8333333333333366,1.0,1.3933849647108443,True,True
XRPUSDT,1h,SELL,2026-05-04 05:00:00,1.4116,1.4231672821136296,1.392321196477284,1.4154557607045433,False,1.6666666666666603,1.833333333333333,1.0,1.4135278803522715,True,True
