sym,tf,dir,entry,sl,tp,rA,rB,has_idm,swept_entered,bh_a,bh_b,res_a,res_b
SOLUSDT,1h,BUY,81.43,79.87312796708241,84.02478672152934,-0.5907931230323292,-0.612707096668778,True,True,120,120,False,False
SOLUSDT,1h,BUY,78.42,76.66052306207632,81.35246156320615,1.6666666666666747,1.5997990636419133,True,True,114,120,True,False
SOLUSDT,1h,SELL,87.26,89.33777510572175,83.79704149046377,0.05462939871165252,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,87.61,89.92933708485089,83.7444381919152,0.11429082971315624,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,90.15,92.40060028795769,86.39899952007057,0.03350240241644825,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,91.55,93.99410652267504,87.4764891288749,0.11064838036306948,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,92.87,95.22939416894322,88.93767638509466,-0.013584946194627391,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,85.28,83.59306429629353,88.09155950617743,-1.0,-1.0,True,True,111,109,True,True
SOLUSDT,1h,BUY,83.61,82.64451559559201,85.21914067401332,-1.0,-0.8379024862011726,True,True,119,120,True,False
SOLUSDT,1h,BUY,83.02,82.01283919953194,84.69860133411343,-1.0,-1.0,True,True,80,76,True,True
SOLUSDT,1h,BUY,82.5,81.50925664203903,84.15123892993493,-1.0,-0.9317607802027069,True,True,96,120,True,False
SOLUSDT,1h,SELL,89.09,90.93739498759716,86.01100835400474,-0.09240966877951337,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,90.69,92.45856845067776,87.74238591553707,-0.03792688160918965,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,91.48,92.89267703499628,89.12553827500619,-0.1078884631298763,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,92.86,94.4585291287024,90.195784785496,-0.027638661388663468,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,95.49,97.24540793684818,92.56432010525302,0.12609733705146317,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,89.94,88.39379679491016,92.5170053418164,-1.0,-0.8067496767034134,True,True,78,120,True,False
SOLUSDT,1h,BUY,88.16,87.05950267583087,89.99416220694853,-1.0,-1.0,True,True,119,117,True,True
SOLUSDT,1h,BUY,86.75,85.65965656983248,88.56723905027921,-1.0,-1.0,True,True,62,62,True,True
SOLUSDT,1h,SELL,89.95,91.93452052228058,86.64246579619905,0.1231716461499727,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.84,85.54596434747138,88.9967260875477,-1.0,-1.0,True,True,61,61,True,True
SOLUSDT,1h,BUY,83.11,81.91907540311196,85.09487432814674,-0.47249889322189914,-0.3952612903442723,True,True,120,120,False,False
SOLUSDT,1h,BUY,79.26,77.68817979009552,81.87970034984082,-1.0,-1.0,True,True,69,69,True,True
SOLUSDT,1h,BUY,79.07,77.55338330998036,81.59769448336604,1.2064962878845724,1.0701599135078788,True,True,120,120,False,False
SOLUSDT,1h,BUY,79.21,78.52941274737209,80.34431208771315,1.0461636194096875,1.0224817485228561,True,True,120,120,False,False
SOLUSDT,1h,SELL,81.69,82.74772863668439,79.92711893885935,0.11069732721014378,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,84.49,85.86569427746808,82.19717620421986,0.08722487327424,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,82.67,81.44856411277571,84.70572647870715,-1.0,-1.0,True,True,98,99,True,True
SOLUSDT,1h,BUY,81.88,81.01781319264258,83.31697801226235,1.2292690562974964,1.2300664640180092,True,True,120,120,False,False
SOLUSDT,1h,SELL,85.91,87.26800697215961,83.64665504640064,-0.021709247355443887,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.02,87.19107518278453,84.06820802869245,-0.002451674110578983,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.93,90.5435900567918,86.24068323868032,-0.03392297127174917,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.13,85.19074296613243,87.69542838977928,-1.0,-1.0,True,True,119,117,True,True
SOLUSDT,1h,BUY,85.6,84.70212762864954,87.09645395225077,1.6666666666666772,1.6666666666666614,True,True,109,109,True,True
SOLUSDT,1h,BUY,84.0,82.89069116044354,85.84884806592744,1.1818924456527202,1.3238639125646756,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.31,89.34955959002185,86.57740068329691,0.07225834089273786,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.75,89.78859599827916,87.01900666953473,0.035244033676655157,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,87.72,88.47301707086474,86.46497154855876,-0.048445310558923274,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,84.47,83.57568820803733,85.9605196532711,-1.0,-0.8073501216249065,True,True,120,120,True,False
SOLUSDT,1h,BUY,82.62,81.60818676010152,84.3063553998308,1.6666666666666572,1.61036659216779,True,True,117,120,True,False
SOLUSDT,1h,SELL,86.29,87.09732443198587,84.94445928002357,-0.04501614149447516,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,86.81,87.6563769473384,85.399371754436,0.007924010691344286,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,88.33,89.37694423102985,86.58509294828357,-0.02011072571373645,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,93.29,94.3933402688818,91.45109955186366,-0.05370953519447473,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,93.87,94.63397735986072,92.59670440023216,0.08392734586051201,-0.0,True,True,120,120,False,False
SOLUSDT,1h,SELL,94.52,95.8472022369412,92.30799627176468,-0.13099472920105593,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,91.18,90.03577453995153,93.08704243341413,-1.0,-0.9263717884823627,True,True,80,120,True,False
SOLUSDT,1h,BUY,90.48,89.41605734754557,92.25323775409072,1.6666666666666667,1.6666666666666667,True,True,84,77,True,True
SOLUSDT,1h,BUY,86.81,85.9390477898198,88.26158701696701,-0.29068620827901187,-0.2864767223064083,True,True,120,120,False,False
SOLUSDT,1h,BUY,86.53,85.761038548317,87.81160241947167,-1.0,-0.8599364344727309,True,True,35,120,True,False
SOLUSDT,1h,BUY,85.26,84.26301447815688,86.92164253640523,-1.0,-0.8805048021481383,True,True,81,120,True,False
SOLUSDT,1h,BUY,84.96,83.97547427247909,86.60087621253484,-0.548483224335632,-0.48570109987791354,True,True,120,120,False,False
SOLUSDT,1h,BUY,85.0,83.88019035940818,86.86634940098638,-1.0,-0.8680544692329588,True,True,46,120,True,False
SOLUSDT,1h,BUY,83.22,82.22250283299992,84.88249527833347,1.6666666666666714,1.6666666666666714,True,True,95,96,True,True
SOLUSDT,1h,SELL,86.28,87.5550457470376,84.15492375493734,0.033217300753110975,-0.0,True,True,120,120,False,False
SOLUSDT,1h,BUY,81.26,80.1766713350044,83.06554777499267,-1.0,-1.0,True,True,50,29,True,True
SOLUSDT,1h,BUY,81.87,81.24146037349907,82.91756604416824,1.6666666666666743,1.6666666666666743,True,True,118,118,True,True
SOLUSDT,1h,BUY,80.41,79.29993811137679,82.26010314770534,-1.0,-1.0,True,True,28,29,True,True
SOLUSDT,1h,BUY,74.85,73.18421211094928,77.62631314841786,-1.0,-0.8597063987961255,True,True,99,120,True,False
SOLUSDT,1h,BUY,74.06,72.31191696430712,76.9734717261548,-1.0,-0.9598131316714132,True,True,111,120,True,False
SOLUSDT,1h,BUY,72.82,71.09602639434229,75.69328934276284,-1.0,-0.8147845981805324,True,True,30,120,True,False
SOLUSDT,1h,BUY,70.07,67.91163997522337,73.66726670796105,-1.0,-0.9368657068322538,True,True,96,120,True,False
SOLUSDT,1h,BUY,68.7,66.67202983563763,72.07995027393729,-1.0,-0.8573003209924888,True,True,75,120,True,False
SOLUSDT,1h,BUY,66.18,64.02625116938444,69.76958138435928,-0.6780847466194517,-1.0,True,True,120,116,False,True
BNBUSDT,1h,BUY,597.91,588.7351474430862,613.2014209281895,1.6666666666666625,1.6666666666666625,True,True,113,112,True,True
BNBUSDT,1h,SELL,627.6,634.796655739596,615.6055737673402,-0.01088896623495609,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,611.79,603.4702699206193,625.6562167989676,1.5858816807064906,1.4893983437962985,True,True,120,120,False,False
BNBUSDT,1h,SELL,626.14,633.4034915617831,614.0341807303614,0.014301238027927331,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.0,633.9284187445987,615.4526354256687,-0.08341463355364104,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,632.75,637.4391689393145,624.9347184344758,0.10278495650281406,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,612.46,608.0196688959671,619.860551840055,-0.431120798782725,-0.3587366972422048,True,True,120,120,False,False
BNBUSDT,1h,BUY,593.76,585.5533266425876,607.4377889290205,1.3811709186178507,1.3188986588217293,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.54,636.7269819128946,612.2283634785088,0.1048832926938699,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,597.5,589.2092662937076,611.3178895104874,-1.0,-1.0,True,True,116,112,True,True
BNBUSDT,1h,BUY,594.46,585.9533046819517,608.6378255300805,1.6666666666666623,1.5318439968241127,True,True,77,120,True,False
BNBUSDT,1h,SELL,628.53,637.4568669567694,613.6518884053842,0.005139647443865485,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,627.75,636.3602322229287,613.3996129617854,0.13557616656721358,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,644.44,654.8767137909499,627.0454770150837,-0.007860397825296458,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,651.89,660.6151920109805,637.3480133150323,-0.11398761004725814,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,660.6,669.346488411149,646.0225193147517,-0.0552366484402548,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,630.75,623.271071357068,643.2148810715534,-1.0,-1.0,True,True,85,71,True,True
BNBUSDT,1h,BUY,620.96,616.405314020017,628.5511432999716,-1.0,-1.0,True,True,82,81,True,True
BNBUSDT,1h,BUY,620.26,615.93749814212,627.4641697631332,-1.0,-1.0,True,True,24,24,True,True
BNBUSDT,1h,BUY,619.94,615.6545774796851,627.0823708671915,-0.6130924298505607,-0.6110420825192456,True,True,120,120,False,False
BNBUSDT,1h,BUY,618.06,613.5586091055103,625.5623181574827,-1.0,-1.0,True,True,79,78,True,True
BNBUSDT,1h,SELL,636.79,644.3944434971054,624.1159275048242,0.03690903102148458,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,666.64,672.939822236552,656.1402962724134,-0.005668862996316433,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,667.98,675.694870427735,655.1218826204417,-0.08048392833779834,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,673.77,680.2279080941278,663.0068198431204,-0.02164993066890839,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,679.41,687.5702862855579,665.8095228574033,0.05934309535303597,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,650.24,642.7845728725065,662.6657118791559,-1.0,-0.8314090735196872,True,True,109,120,True,False
BNBUSDT,1h,BUY,648.28,641.9913476808482,658.7610871985862,-0.3449478887592354,-0.35674804842130875,True,True,120,120,False,False
BNBUSDT,1h,BUY,641.21,634.8435162721968,651.8208062130055,-0.6577611665969785,-0.5052461026801587,True,True,120,120,False,False
BNBUSDT,1h,BUY,638.25,631.386321799516,649.6894636674732,-0.6525872624883967,-0.5933220688174973,True,True,120,120,False,False
BNBUSDT,1h,BUY,634.33,629.2890666622468,642.731555562922,-1.0,-1.0,True,True,106,107,True,True
BNBUSDT,1h,BUY,629.48,624.8777692076574,637.1503846539044,-1.0,-1.0,True,True,58,58,True,True
BNBUSDT,1h,BUY,629.92,624.7738737848098,638.496877025317,-0.684209296896556,-0.6532735301282371,True,True,120,120,False,False
BNBUSDT,1h,SELL,646.21,655.0232489182274,631.5212518029545,-0.04287069074109401,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,646.87,652.5031233255352,637.481461124108,-0.0788204522809751,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,631.54,626.4420090610764,640.0366515648726,-1.0,-0.8704692603286599,True,True,71,120,True,False
BNBUSDT,1h,BUY,629.9,624.5940984936627,638.7431691772288,-1.0,-0.9237822061244865,True,True,54,120,True,False
BNBUSDT,1h,BUY,610.17,604.123606466171,620.2473225563814,-1.0,-1.0,True,True,50,51,True,True
BNBUSDT,1h,BUY,606.09,601.3904983822648,613.9225026962254,1.6666666666666585,1.6666666666666585,True,True,98,98,True,True
BNBUSDT,1h,BUY,602.79,596.753388096048,612.85101983992,1.4708394223404584,1.4089255314794433,True,True,120,120,False,False
BNBUSDT,1h,BUY,591.82,585.2815895027322,602.7173508287797,-1.0,-1.0,True,True,94,94,True,True
BNBUSDT,1h,BUY,579.89,572.3626867286562,592.4355221189063,1.6666666666666616,1.6666666666666616,True,True,76,74,True,True
BNBUSDT,1h,SELL,593.36,596.2199442789602,588.5934262017331,-0.024017302386797994,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,600.73,605.6447646267951,592.5387256220083,0.0981950491575284,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,606.61,611.724655808463,598.0855736525617,-0.03592739412975978,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,617.5,624.5185840926046,605.8023598456591,0.07905341444001322,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,610.17,613.9986549719046,603.7889083801589,-0.11790673615995033,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,597.3,591.6681501966012,606.6864163389979,-1.0,-1.0,True,True,78,76,True,True
BNBUSDT,1h,BUY,591.65,587.3846404773313,598.758932537781,1.4226470420281245,1.3217074751694884,True,True,120,120,False,False
BNBUSDT,1h,SELL,604.78,609.5135515963962,596.8907473393397,0.12518463712092046,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,607.41,612.1298479800591,599.5435866999013,-0.0865310129862205,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,612.28,617.571859203417,603.4602346609715,-0.02771462706792081,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,614.69,619.4759416833818,606.7134305276971,0.10413661600559994,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,619.11,624.0124472840766,610.939254526539,-0.12205035436481729,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,634.6,640.870494334157,624.1491761097384,0.050287311501632445,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,641.84,647.9170388038225,631.7116019936293,0.03121705247571339,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,622.4,617.6411921053083,630.3313464911529,-0.5659707025265092,-0.6400136384204947,True,True,120,120,False,False
BNBUSDT,1h,SELL,634.14,638.7895761884056,626.3907063526573,0.04781193503526761,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,642.3,647.3473000220323,633.8878332966128,-0.038895375372057145,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,644.4,650.1231338633713,634.8614435610477,-0.060848282108476155,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,628.71,625.5971274819182,633.8981208634698,0.9996261782934256,0.8166420502000847,True,True,120,120,False,False
BNBUSDT,1h,BUY,623.06,618.6223977251066,630.4560037914889,-1.0,-1.0,True,True,76,75,True,True
BNBUSDT,1h,BUY,617.73,613.8929486255652,624.1250856240582,-0.3394453434399485,-1.0,True,True,120,90,False,True
BNBUSDT,1h,SELL,628.45,633.5956914502704,619.873847582883,-0.03175601263309767,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,647.41,654.6310508214971,635.3749152975049,0.11959666225941021,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,653.66,658.0926630151667,646.2722283080554,-0.09236325740478055,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,651.68,656.8434616854172,643.0742305243045,-0.07142553012368123,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,668.71,674.504881800222,659.0518636662966,0.12050177937898528,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,678.15,684.5297810956392,667.5170315072678,0.06141742247136935,-0.0,True,True,120,120,False,False
BNBUSDT,1h,SELL,680.38,686.6291601850107,669.9647330249821,-0.049710862209380986,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,655.2,648.9671226025335,665.5881289957775,-1.0,-1.0,True,True,107,107,True,True
BNBUSDT,1h,BUY,643.74,638.2364773827809,652.9125376953652,-0.5779968684058653,-1.0,True,True,120,86,False,True
BNBUSDT,1h,BUY,641.85,636.2929121027586,651.1118131620691,-1.0,-0.801581818394318,True,True,65,120,True,False
BNBUSDT,1h,BUY,641.75,636.318528804844,650.8024519919267,-1.0,-0.9468378431885766,True,True,110,120,True,False
BNBUSDT,1h,SELL,654.39,658.6772554620779,647.2445742298701,0.005748521545724935,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,640.32,634.2878934899744,650.3735108500427,1.6666666666666603,1.6666666666666603,True,True,106,106,True,True
BNBUSDT,1h,BUY,640.2,634.5630051010494,649.5949914982511,1.2390479203054616,1.295161222200829,True,True,120,120,False,False
BNBUSDT,1h,SELL,667.78,672.5806243497311,659.7789594171147,-0.09933219216043009,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,635.21,629.4921757230911,644.7397071281815,1.3621265850525992,1.3342111334436877,True,True,120,120,False,False
BNBUSDT,1h,SELL,719.71,733.5823683215427,696.5893861307623,0.08967004379952966,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,666.38,654.6617436298828,685.9104272835286,-1.0,-0.8866486900874367,True,True,120,120,True,False
BNBUSDT,1h,BUY,661.6,649.7392422575994,681.3679295706678,-1.0,-0.817963568680058,True,True,23,120,True,False
BNBUSDT,1h,BUY,654.63,642.38025934817,675.0462344197168,-1.0,-0.9391941308238655,True,True,24,120,True,False
BNBUSDT,1h,BUY,645.99,632.972520544193,667.6857990930117,-1.0,-0.8356796932525417,True,True,111,120,True,False
BNBUSDT,1h,BUY,628.13,616.9736391481591,646.7239347530681,-0.6965865743481618,-0.7033715162344558,True,True,120,120,False,False
BNBUSDT,1h,BUY,629.43,617.7248342596595,648.9386095672342,-1.0,-1.0,True,True,51,52,True,True
BNBUSDT,1h,BUY,608.05,593.9669923651078,631.5216793914869,-1.0,-1.0,True,True,110,106,True,True
BNBUSDT,1h,BUY,595.3,581.392997374117,618.4783377098049,-1.0,-0.9306565175781938,True,True,39,120,True,False
BNBUSDT,1h,BUY,567.33,551.7940604401073,593.2232325998214,1.6666666666666692,1.583972930823154,True,True,106,120,True,False
BNBUSDT,1h,SELL,592.94,601.3144111514872,578.9826480808547,-0.06959921152937115,-0.0,True,True,120,120,False,False
BNBUSDT,1h,BUY,588.6,581.128691600661,601.0521806655652,-0.7123586492556495,-0.9006421071704238,True,True,120,120,False,False
BTCUSDT,4h,BUY,95671.74,94074.462120582,98333.86979903,1.6666666666666576,1.6666666666666667,True,True,91,90,True,True
BTCUSDT,4h,BUY,86272.01,83364.94192419764,91117.12345967058,-1.0,-1.0,True,True,73,70,True,True
BTCUSDT,4h,BUY,84708.58,81798.97470980865,89557.92215031892,-0.33805534809818766,-0.3943805228315467,True,True,120,120,False,False
BTCUSDT,4h,BUY,84005.05,80459.00236000221,89915.12939999632,1.1286631755267391,1.2594657209465472,True,True,120,120,False,False
BTCUSDT,4h,SELL,92709.98,95935.81581575694,87333.5869737384,0.12752836598258152,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,82047.49,79087.08607838624,86981.49653602295,-1.0,-0.8771003189699866,True,True,54,120,True,False
BTCUSDT,4h,BUY,79522.29,76171.1731851497,85107.48469141715,0.9964231629125779,1.0963865307264486,True,True,120,120,False,False
BTCUSDT,4h,SELL,87498.16,88895.81855328477,85168.72907785873,0.014407721046183047,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,82758.4,81239.76047516221,85289.46587472963,1.6666666666666698,1.6666666666666698,True,True,114,113,True,True
BTCUSDT,4h,BUY,81933.51,80531.8065765771,84269.68237237148,0.918061769844498,0.7406149106991529,True,True,120,120,False,False
BTCUSDT,4h,BUY,78479.9,75606.95287396858,83268.14521005236,-1.0,-0.863322828725027,True,True,53,120,True,False
BTCUSDT,4h,SELL,86971.92,88184.0772815434,84951.65786409432,0.11528989401481589,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,87415.1,88829.5646458206,85057.65892363235,0.08227074732468985,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,92673.95,94565.7094652106,89521.01755798234,-0.027479239552298623,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,93311.83,95109.00356129232,90316.54073117948,0.07218398824757917,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,94638.68,96426.53322051992,91658.9246324668,-0.10713580464170902,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,103138.77,104811.2803658571,100351.2527235715,-0.13795810558770208,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,104007.03,105754.83553891692,101094.02076847178,-0.02223165084949152,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,111100.01,113362.0504589443,107329.94256842617,0.03062153917723705,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,102493.3,100719.16139878442,105450.19766869264,1.6666666666666612,1.6666666666666694,True,True,102,62,True,True
BTCUSDT,4h,SELL,109205.14,110675.10148256124,106755.20419573126,0.10170496679446998,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,104895.0,103056.46595008708,107959.22341652156,1.6666666666666798,1.666666666666664,True,True,119,93,True,True
BTCUSDT,4h,BUY,100963.87,98845.07701099312,104495.1916483448,1.037553548127746,1.6666666666666643,True,True,120,108,False,True
BTCUSDT,4h,SELL,107340.58,109213.33945280072,104219.31424533212,0.032392820244728275,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,111233.99,112667.46959357293,108844.85734404511,0.0698594234986321,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,117100.01,118805.5852730175,114257.38454497085,-0.014856066528473271,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,117420.0,119010.1331690814,114769.778051531,0.07688139482629709,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,119878.23,121859.96548898704,116575.33751835497,-0.0668888460691202,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,113909.86,111989.69593665747,117110.1334389042,-0.7842326998336687,-0.6670147293330276,True,True,120,120,False,False
BTCUSDT,4h,BUY,113604.2,111771.51769590606,116658.6705068232,1.6666666666666534,1.602841070108906,True,True,104,120,True,False
BTCUSDT,4h,SELL,120561.54,122244.01882665932,117757.40862223443,-0.05427627160342345,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,121725.31,123689.4735144542,118451.70414257632,0.09445561419245578,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,116145.34,114638.76800779512,118656.29332034149,-1.0,-1.0,True,True,63,64,True,True
BTCUSDT,4h,BUY,113525.91,111846.97434943628,116324.13608427288,-1.0,-1.0,True,True,46,45,True,True
BTCUSDT,4h,SELL,115194.14,116590.85850554112,112866.27582409816,-0.1362165660911903,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,116029.42,117399.28913250966,113746.30477915057,-0.12311364076255413,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,112650.99,111408.5299929138,114721.756678477,-1.0,-0.8920443774036343,True,True,76,120,True,False
BTCUSDT,4h,BUY,113090.13,111751.37971327773,115321.38047787048,-0.03213205620166992,-0.22932893051807385,True,True,120,120,False,False
BTCUSDT,4h,BUY,111998.8,110656.09149041872,114236.64751596884,-1.0,-1.0,True,True,43,42,True,True
BTCUSDT,4h,BUY,109580.01,107952.27083975148,112292.9086004142,1.394680790724655,1.5973360904804577,True,True,120,120,False,False
BTCUSDT,4h,BUY,109643.46,108086.4353752786,112238.50104120233,1.4367203537328317,1.4372903403495967,True,True,120,120,False,False
BTCUSDT,4h,SELL,113699.23,114922.13856702008,111661.04905496654,0.010585417956272655,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,123464.64,125287.5220220362,120426.50329660632,0.047822291137886004,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,124658.54,126414.06765532108,121732.66057446488,-0.06915122692811809,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,111525.2,108132.743911746,117179.29348042337,-1.0,-0.9084588986263279,True,True,59,120,True,False
BTCUSDT,4h,BUY,106803.53,103775.23845623134,111850.68257294776,1.6666666666666634,1.6666666666666683,True,True,90,88,True,True
BTCUSDT,4h,SELL,114969.68,116639.34137043486,112186.9110492752,0.03160560202674338,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,108322.88,105810.92091893264,112509.47846844562,-1.0,-1.0,True,True,71,72,True,True
BTCUSDT,4h,BUY,107090.0,104977.27742218204,110611.2042963633,-0.2958592483135511,-0.3652464549896125,True,True,120,120,False,False
BTCUSDT,4h,BUY,102130.0,99321.0705167984,106811.54913866932,-1.0,-1.0,True,True,50,50,True,True
BTCUSDT,4h,BUY,96796.14,93979.80478946274,101490.0320175621,-1.0,-0.9303543569410597,True,True,81,120,True,False
BTCUSDT,4h,BUY,96417.12,93484.097249435,101305.49125094166,-1.0,-1.0,True,True,100,100,True,True
BTCUSDT,4h,BUY,92215.14,89853.40774283963,96151.36042860062,-1.0,-0.9288723460889415,True,True,80,120,True,False
BTCUSDT,4h,BUY,91517.82,89103.75457945287,95541.26236757856,-0.36236636455125415,-0.461690051375678,True,True,120,120,False,False
BTCUSDT,4h,BUY,91554.96,88999.56603347554,95813.94994420744,-1.0,-1.0,True,True,111,111,True,True
BTCUSDT,4h,BUY,84209.3,80611.32909149019,90205.9181808497,1.2335471177390396,1.2832167913546821,True,True,120,120,False,False
BTCUSDT,4h,BUY,86286.01,84281.90787279505,89626.18021200823,1.6666666666666667,1.5856838808102678,True,True,86,120,True,False
BTCUSDT,4h,BUY,86432.08,84647.78090406209,89405.9118265632,1.5398441841461594,1.4501369778675053,True,True,120,120,False,False
BTCUSDT,4h,BUY,86021.51,84224.09511625761,89017.20147290398,1.5249831725163399,1.432975770838337,True,True,120,120,False,False
BTCUSDT,4h,SELL,91300.0,92425.02777916,89424.95370139998,0.11963572163597302,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,93255.08,94549.53110382977,91097.66149361708,-0.07688781868433382,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,94792.99,96301.27976788805,92279.17372018663,-0.09509340905382693,-0.0,True,True,120,120,False,False
BTCUSDT,4h,SELL,95985.1,97699.77146281888,93127.31422863522,0.05857429298522071,-0.0,True,True,120,120,False,False
BTCUSDT,4h,BUY,90288.04,88615.43750886197,93075.71081856336,-0.5509035640140575,-0.6265253493829049,True,True,120,120,False,False
BTCUSDT,4h,BUY,87282.05,85922.26967804172,89548.35053659714,1.6666666666666596,1.6666666666666703,True,True,116,116,True,True
BTCUSDT,4h,BUY,84650.16,82749.84849855282,87817.3458357453,-1.0,-1.0,True,True,25,26,True,True
BTCUSDT,4h,BUY,84242.99,81991.25229905726,87995.8861682379,-0.2121642463927458,-0.05697810123242036,True,True,120,120,False,False
BTCUSDT,4h,BUY,77759.99,75044.99765985053,82284.97723358247,-1.0,-1.0,True,True,93,74,True,True
BTCUSDT,4h,BUY,75770.21,72937.21180625804,80491.87365623662,-0.4299078006872428,-0.6864988937586979,True,True,120,120,False,False
